id_nf,numero_nf,serie_nf,id_pedido_erp_b,cnpj_cliente,nome_cliente,dt_emissao,valor_total,valor_impostos,cnpj_transportadora,nome_transportadora,codigo_rastreio,dt_prevista_entrega,dt_entrega_real,status_entrega,qtd_entregue,dt_criacao
270,NF-000270,1,721,52.431.069/0331-19,Novaes Escola,2024-11-02,41416.81,700.93,55481244322208,Correios,ARDQTH8EC5FBX,2024-11-14,2024-11-29,entregue,94,2024-11-03 00:00:00
271,NF-000271,1,524,53394210470952,Fogaça Escola,2025-06-03,22636.23,2895.36,52000633388700,Sequoia Log,GZ079PZBEKLIP,2025-06-14,,devolvido,22,2025-06-04 00:00:00
272,NF-000272,3,1009,60.898.992/1722-33,Sales Instituto,2023-03-01,48550.34,1743.01,77546296934721,Jadlog,AW6QA2Z9UVN0T,2023-03-17,,extraviado,218,2023-03-01 00:00:00
273,NF-000273,1,318,03.397.401/4890-25,Sampaio Centro Educacional,2025-01-18,2490.46,494.31,77546296934721,Jadlog,TOG4AGRX95FMW,2025-01-27,2025-02-09,entregue,287,2025-01-19 00:00:00
274,NF-000274,2,1067,03.397.401/4890-25,Sampaio Centro Educacional,2025-11-23,16486.64,4886.98,50842145100973,Total Express,GQJWD2D53CIZO,2025-11-30,,em_transito,334,2025-11-23 00:00:00
275,NF-000275,2,363,74.517.123/6851-60,Siqueira,2023-01-19,46939.03,1772.08,50842145100973,Total Express,Q9W14SRTRBM47,2023-01-28,,extraviado,452,2023-01-20 00:00:00
276,NF-000276,3,1170,81.491.778/5079-25,da Costa Cardoso - ME,2024-07-09,20226.68,3417.9,52000633388700,Sequoia Log,H69HOSX8ZHN6M,2024-07-20,,aguardando_coleta,59,2024-07-10 00:00:00
277,NF-000277,3,186,39.301.031/0518-34,Ferreira,2022-09-13,24246.54,2716.29,77546296934721,Jadlog,FJUM1Q9DVOJEQ,2022-09-19,,extraviado,105,2022-09-14 00:00:00
278,NF-000278,3,902,20.969.029/5939-17,Borges da Mota - ME,2025-05-15,40690.64,1702.06,07901319850452,Braspress,4ZUADJC6DKKKZ,2025-05-27,,extraviado,251,2025-05-15 00:00:00
279,NF-000279,3,293,62.185.016/3159-99,Marques Instituto,2022-10-04,29690.79,3853.83,55481244322208,Correios,QM2CUCHEUHPR2,2022-10-19,,devolvido,193,2022-10-05 00:00:00
280,NF-000280,1,1199,41036971179808,Carvalho Ltda.,2023-06-13,14304.32,2275.59,50842145100973,Total Express,Y316IX5T0HBL1,2023-06-26,,extraviado,326,2023-06-14 00:00:00
281,NF-000281,2,795,40.781.618/4959-31,Pastor Instituto,2022-09-25,47595.79,4458.54,55481244322208,Correios,M4R75V0OBGK9M,2022-10-03,,extraviado,34,2022-09-26 00:00:00
282,NF-000282,1,1164,50.643.171/3900-53,Carvalho Escola,2022-09-09,972.5,2567.83,77546296934721,Jadlog,BTX5U2PCK4PXH,2022-09-14,,aguardando_coleta,37,2022-09-10 00:00:00
283,NF-000283,1,347,19.431.142/6265-51,Sá,2024-04-02,42851.86,3141.86,55481244322208,Correios,CNW2HUP8AVS87,2024-04-18,,em_transito,105,2024-04-03 00:00:00
284,NF-000284,1,536,67.528.953/9264-42,Duarte,2023-11-11,10332.26,539.14,55481244322208,Correios,NW4Y2S80LCBKW,2023-11-27,,aguardando_coleta,137,2023-11-11 00:00:00
285,NF-000285,2,601,23166587603669,Carvalho Moraes - ME,2022-12-25,8653.05,3093.82,77546296934721,Jadlog,SFC78VWIQFVJD,2023-01-06,,aguardando_coleta,156,2022-12-26 00:00:00
286,NF-000286,2,512,61.201.836/6752-54,Cassiano Escola,2022-02-19,19873.57,2311.7,52000633388700,Sequoia Log,D4RKRHOMQEVWJ,2022-03-04,2022-03-04,entregue,160,2022-02-19 00:00:00
287,NF-000287,1,309,69.725.217/5250-07,Porto Sá - ME,2023-05-02,40999.89,1431.27,50842145100973,Total Express,AXGGEIEASNLL3,2023-05-10,2023-05-09,entregue,86,2023-05-03 00:00:00
288,NF-000288,2,763,03.926.142/9396-85,Novais S.A.,2023-10-18,17644.97,3893.4,77546296934721,Jadlog,FKNR9V2NYTNU7,2023-11-04,,aguardando_coleta,96,2023-10-18 00:00:00
289,NF-000289,1,850,67.528.953/9264-42,Duarte,2022-11-19,29296.52,3400.41,52000633388700,Sequoia Log,H9ZZHAM72MWHY,2022-11-30,,em_transito,258,2022-11-19 00:00:00
290,NF-000290,1,911,54.589.297/5001-70,Barros Escola,2024-09-04,12750.78,4267.72,55481244322208,Correios,4JDH69MEN3SHJ,2024-09-13,,em_transito,95,2024-09-05 00:00:00
291,NF-000291,3,1120,42.388.496/9653-28,Câmara Instituto,2022-08-27,41310.69,2184.21,50842145100973,Total Express,SPK3NEO8TVCJI,2022-09-16,,em_transito,79,2022-08-28 00:00:00
292,NF-000292,3,612,99118384251354,Porto Escola,2024-07-23,43779.15,2981.79,52000633388700,Sequoia Log,CPR0O4PE28WB4,2024-08-10,,extraviado,128,2024-07-23 00:00:00
293,NF-000293,2,981,46.263.838/0657-87,Mendonça Escola,2022-12-20,32685.76,4099.87,07901319850452,Braspress,Y6G0VFOI6IK9P,2023-01-05,2023-01-08,entregue,356,2022-12-21 00:00:00
294,NF-000294,1,1194,00722903494466,Campos,2024-07-08,15359.67,2174.75,50842145100973,Total Express,V3581RXLJLLFS,2024-07-16,,devolvido,89,2024-07-09 00:00:00
295,NF-000295,2,273,77252287280801,Leão,2025-11-23,7915.64,4842.88,77546296934721,Jadlog,ADQCMVTP4SDAN,2025-12-09,2025-12-02,entregue,318,2025-11-23 00:00:00
296,NF-000296,1,341,42199330833016,Lopes,2022-12-20,37692.33,3783.96,52000633388700,Sequoia Log,W3RYW0HUNPEB5,2023-01-06,2023-01-18,entregue,94,2022-12-20 00:00:00
297,NF-000297,1,204,61115542622189,Cunha Instituto,2023-01-06,25924.49,890.74,55481244322208,Correios,5U45AQAKZHDD4,2023-01-23,,extraviado,17,2023-01-06 00:00:00
298,NF-000298,1,483,50.142.940/1965-56,Andrade Dias - ME,2022-09-14,44556.13,3435.79,07901319850452,Braspress,51G49VDL3V5SL,2022-10-04,2022-10-04,entregue,270,2022-09-14 00:00:00
299,NF-000299,2,326,54.216.894/2104-47,Macedo Escola,2023-08-25,37587.92,247.97,52000633388700,Sequoia Log,LLZS567JHL16C,2023-09-11,,devolvido,124,2023-08-26 00:00:00
300,NF-000300,1,1086,80.940.244/5502-29,Sampaio Escola,2025-06-21,10618.24,3883.93,07901319850452,Braspress,JUU4SMO1CJ4FZ,2025-07-02,,extraviado,60,2025-06-22 00:00:00
301,NF-000301,1,206,51802380617445,Vargas Colégio,2023-03-11,9944.79,1103.22,77546296934721,Jadlog,NDP6ZRGGCMHJ9,2023-03-30,,devolvido,23,2023-03-12 00:00:00
302,NF-000302,1,1159,26542351161559,Carvalho Sousa S/A,2024-05-16,38914.14,4195.72,50842145100973,Total Express,L5RWJERTWMQ5Y,2024-05-22,2024-06-13,entregue,67,2024-05-17 00:00:00
303,NF-000303,1,836,46156793341016,Sá S/A,2026-01-05,20791.67,778.62,55481244322208,Correios,AM1K1EN18X3LJ,2026-01-15,2026-01-12,entregue,110,2026-01-06 00:00:00
304,NF-000304,1,262,89.856.257/5326-03,Cirino Colégio,2023-11-09,31448.05,1740.24,52000633388700,Sequoia Log,VNFJM9SRSNJL1,2023-11-18,,devolvido,204,2023-11-10 00:00:00
305,NF-000305,1,1155,36193990916998,Vargas Instituto,2024-11-28,29702.16,4913.57,07901319850452,Braspress,39C51O0BN4Z04,2024-12-08,2024-12-24,entregue,218,2024-11-29 00:00:00
306,NF-000306,2,961,54.353.462/4751-07,Brito Escola,2022-10-25,20048.65,4361.41,55481244322208,Correios,9MIDVFFNIFUEI,2022-11-10,,devolvido,131,2022-10-25 00:00:00
307,NF-000307,3,389,51.802.380/6174-45,Vargas Colégio,2023-01-15,23165.21,2990.11,50842145100973,Total Express,SXNMA801V8YWC,2023-01-27,,extraviado,22,2023-01-15 00:00:00
308,NF-000308,3,70,65.047.735/8662-96,Rios Colégio,2022-06-12,11746.44,4956.15,50842145100973,Total Express,05IZRDTPF0RNV,2022-06-23,,aguardando_coleta,108,2022-06-13 00:00:00
309,NF-000309,1,1178,39.868.000/2578-72,Guerra Farias Ltda.,2024-09-23,19540.35,3908.65,50842145100973,Total Express,28LVI8U93STI6,2024-10-13,,extraviado,103,2024-09-23 00:00:00
310,NF-000310,1,967,54.353.462/4751-07,Brito Escola,2024-07-10,43152.08,2483.12,07901319850452,Braspress,0WPTIY10Q045I,2024-07-26,,aguardando_coleta,34,2024-07-10 00:00:00
311,NF-000311,2,1056,64235369378547,Melo Pimenta S/A,2023-08-01,40506.35,4957.68,55481244322208,Correios,Z5YDX90SW5638,2023-08-17,2023-08-30,entregue,522,2023-08-02 00:00:00
312,NF-000312,1,371,77.221.704/3030-54,Montenegro,2022-06-20,29696.85,1866.58,55481244322208,Correios,SKSOAC6T0LTCP,2022-06-27,,aguardando_coleta,61,2022-06-20 00:00:00
313,NF-000313,2,550,62.962.015/3368-84,Fernandes Escola,2022-03-23,22352.14,3921.43,77546296934721,Jadlog,G282Z3LM1BS7B,2022-03-31,,aguardando_coleta,183,2022-03-24 00:00:00
314,NF-000314,2,810,94.647.436/7136-95,Jesus Colégio,2025-10-20,46647.36,1430.72,07901319850452,Braspress,VLSJRFWP6B9FW,2025-11-06,,extraviado,7,2025-10-21 00:00:00
315,NF-000315,2,226,31027868144739,Novais Escola,2022-03-31,18159.02,2198.71,52000633388700,Sequoia Log,96K9CQL2K42N0,2022-04-07,,devolvido,57,2022-04-01 00:00:00
316,NF-000316,3,699,93.784.270/1039-30,Pimenta,2022-06-13,24938.58,716.68,50842145100973,Total Express,3HF95WRD7LJC7,2022-07-01,,extraviado,245,2022-06-13 00:00:00
317,NF-000317,2,245,89.113.529/0965-61,Farias,2022-11-16,33824.52,304.52,50842145100973,Total Express,3WYTT52HUL4D9,2022-12-06,,em_transito,43,2022-11-16 00:00:00
318,NF-000318,2,6,66.179.796/8868-05,da Costa,2023-10-13,30624.92,560.54,77546296934721,Jadlog,FHQGQYIQ5HPRQ,2023-10-23,,em_transito,136,2023-10-14 00:00:00
319,NF-000319,1,376,00623120387509,Silva Instituto,2022-09-06,22562.05,3446.19,50842145100973,Total Express,A5QXM4KHOX4YU,2022-09-14,,extraviado,22,2022-09-06 00:00:00
320,NF-000320,2,696,73.799.650/7527-35,Camargo,2023-11-29,9483.02,1542.97,07901319850452,Braspress,713KLN12POHIW,2023-12-09,,devolvido,54,2023-11-29 00:00:00
321,NF-000321,1,243,52.312.432/9212-77,Pacheco Colégio,2023-07-21,3168.61,81.26,55481244322208,Correios,YXU5NSM7ECDXO,2023-08-10,,em_transito,194,2023-07-22 00:00:00
322,NF-000322,2,604,66882634351751,Moraes Colégio,2022-08-31,37252.4,4770.24,07901319850452,Braspress,IFSXA57GLL995,2022-09-17,2022-09-10,entregue,236,2022-09-01 00:00:00
323,NF-000323,1,1006,77.221.704/3030-54,Montenegro,2025-11-09,9255.53,476.56,77546296934721,Jadlog,GH0IR3J7KQD2D,2025-11-27,,devolvido,11,2025-11-09 00:00:00
324,NF-000324,2,91,66179796886805,da Costa,2024-04-17,39091.87,671.96,50842145100973,Total Express,V6DPW3KSLSRUM,2024-04-26,,aguardando_coleta,41,2024-04-17 00:00:00
325,NF-000325,3,1139,36.576.615/6545-27,Guerra Araújo S.A.,2022-09-13,29287.23,4757.5,77546296934721,Jadlog,T5E9XGDPF8RT4,2022-09-28,2022-10-03,entregue,86,2022-09-14 00:00:00
326,NF-000326,3,718,21.851.569/1545-22,Siqueira Instituto,2022-02-10,23327.74,2922.97,77546296934721,Jadlog,UVDUOYOMPESSB,2022-02-26,,aguardando_coleta,58,2022-02-11 00:00:00
327,NF-000327,2,944,77221704303054,Montenegro,2023-11-25,3268.07,588.13,07901319850452,Braspress,97L9K8WOF1XQL,2023-12-12,,extraviado,193,2023-11-25 00:00:00
328,NF-000328,1,904,78593213348039,Santos,2022-02-07,23289.95,2447.65,52000633388700,Sequoia Log,MI0GWB5QA6GC1,2022-02-20,,extraviado,90,2022-02-07 00:00:00
329,NF-000329,2,462,43.842.797/8819-14,Leão,2025-08-03,34362.87,1866.8,52000633388700,Sequoia Log,JJEE3ZDJYDCY1,2025-08-09,,extraviado,85,2025-08-03 00:00:00
330,NF-000330,3,127,46.554.947/1709-99,da Mota Aparecida S/A,2022-09-10,47265.77,3311.11,52000633388700,Sequoia Log,9UVGEUS6IOLQH,2022-09-29,,extraviado,129,2022-09-11 00:00:00
331,NF-000331,1,1109,71012269166978,Pastor,2025-07-19,35799.87,2013.52,55481244322208,Correios,4VCXOIDP6KYW9,2025-08-08,,extraviado,4,2025-07-19 00:00:00
332,NF-000332,3,361,51.256.746/8071-54,Cunha,2024-04-17,27110.07,1037.44,52000633388700,Sequoia Log,AG8MAX1YF2B5O,2024-04-28,,em_transito,342,2024-04-18 00:00:00
333,NF-000333,1,638,12.805.982/6204-50,Pereira Colégio,2025-07-22,4894.23,351.03,77546296934721,Jadlog,8K7XJGBQFQSBE,2025-08-10,,devolvido,243,2025-07-23 00:00:00
334,NF-000334,1,735,89.944.171/5454-44,da Mota,2025-01-10,26284.29,4461.35,52000633388700,Sequoia Log,2HAJMIQIJKTC8,2025-01-28,,devolvido,63,2025-01-11 00:00:00
335,NF-000335,3,590,26.542.351/1615-59,Carvalho Sousa S/A,2024-08-30,35882.39,3534.27,52000633388700,Sequoia Log,UWDWU2QNOL4IM,2024-09-10,2024-09-08,entregue,432,2024-08-31 00:00:00
336,NF-000336,2,755,93618324210249,Barros Colégio,2024-04-14,21607.86,2197.69,55481244322208,Correios,9J5WPJOH09PWO,2024-04-22,2024-04-30,entregue,50,2024-04-15 00:00:00
337,NF-000337,3,159,93.246.095/3962-18,Caldeira e Filhos,2025-08-07,21283.11,809.47,50842145100973,Total Express,VSPZGOAJSTUTN,2025-08-16,,em_transito,104,2025-08-08 00:00:00
338,NF-000338,3,695,64.005.242/7868-01,Rios Centro Educacional,2024-07-03,40998.87,4916.33,55481244322208,Correios,X8QFUC6VL4BJ1,2024-07-16,,aguardando_coleta,245,2024-07-04 00:00:00
339,NF-000339,3,502,43.292.712/9666-67,Albuquerque - EI,2022-07-06,7995.07,3421.49,55481244322208,Correios,EJT53XEB9WI8F,2022-07-26,,em_transito,350,2022-07-07 00:00:00
340,NF-000340,1,68,97.643.815/6149-78,Souza Colégio,2025-08-09,33401.08,3816.44,77546296934721,Jadlog,9LN6FJ4WP104N,2025-08-18,,aguardando_coleta,0,2025-08-10 00:00:00
341,NF-000341,1,745,97.700.886/0084-84,Guerra,2025-12-30,35141.72,1025.52,77546296934721,Jadlog,78G5QTEY5W94S,2026-01-11,,devolvido,351,2025-12-31 00:00:00
342,NF-000342,3,77,20.616.329/4511-68,Machado,2024-11-04,36067.06,4385.59,55481244322208,Correios,KSBX6YHF605XV,2024-11-18,,extraviado,8,2024-11-05 00:00:00
343,NF-000343,1,914,16.560.494/5198-32,da Luz,2022-11-22,44835.04,1121.18,52000633388700,Sequoia Log,87N65SPET4DVF,2022-11-30,,devolvido,21,2022-11-22 00:00:00
344,NF-000344,2,461,31.027.868/1447-39,Novais Escola,2022-03-02,3472.53,1378.8,55481244322208,Correios,AACP5K1Z7GX4X,2022-03-15,,aguardando_coleta,361,2022-03-02 00:00:00
345,NF-000345,1,1046,53.074.505/4447-13,Melo Centro Educacional,2024-01-21,5483.92,4105.52,55481244322208,Correios,R1D22SCUJ2OEK,2024-01-29,2024-01-13,entregue,332,2024-01-21 00:00:00
346,NF-000346,1,821,57.120.826/7734-54,Gomes Colégio,2022-10-25,38302.04,501.01,52000633388700,Sequoia Log,NKQNMJ8IAUHY1,2022-11-13,2022-11-11,entregue,521,2022-10-26 00:00:00
347,NF-000347,1,1057,72.099.934/7687-01,Albuquerque,2023-03-09,21602.06,3465.13,07901319850452,Braspress,V25FN6L67JOLK,2023-03-27,,aguardando_coleta,1,2023-03-09 00:00:00
348,NF-000348,1,879,66.179.796/8868-05,da Costa,2023-05-26,49561.06,3082.04,55481244322208,Correios,U54BKT3YMAH00,2023-06-11,,devolvido,149,2023-05-27 00:00:00
349,NF-000349,3,199,42087375300119,Barros Centro Educacional,2023-09-26,20924.37,1964.95,07901319850452,Braspress,P32EH134CKSX5,2023-10-04,,aguardando_coleta,148,2023-09-26 00:00:00
350,NF-000350,3,297,85.807.836/1340-74,Mendonça Colégio,2024-06-01,6881.55,920.02,52000633388700,Sequoia Log,KQE2EZZPM022A,2024-06-15,,aguardando_coleta,250,2024-06-02 00:00:00
351,NF-000351,1,313,80940244550229,Sampaio Escola,2022-03-15,16735.26,2243.17,50842145100973,Total Express,4AIWFZYJT124D,2022-03-31,,extraviado,176,2022-03-15 00:00:00
352,NF-000352,1,162,82449353487401,Fogaça Colégio,2024-11-05,46370.26,1939.22,55481244322208,Correios,WL0WLX8DBTTU9,2024-11-25,,em_transito,63,2024-11-06 00:00:00
353,NF-000353,3,875,40.781.618/4959-31,Pastor Instituto,2024-02-13,39898.09,2055.15,77546296934721,Jadlog,XQKO11CMJ1MEH,2024-02-27,,aguardando_coleta,37,2024-02-14 00:00:00
354,NF-000354,1,216,06.537.947/3834-73,Azevedo Escola,2024-09-04,22387.26,3073.8,52000633388700,Sequoia Log,K2SEZI8F8SJOU,2024-09-12,,aguardando_coleta,36,2024-09-04 00:00:00
355,NF-000355,2,402,71012269166978,Pastor,2024-04-23,17062.33,1297.85,52000633388700,Sequoia Log,9CUADG9TMWBVS,2024-05-06,,aguardando_coleta,32,2024-04-23 00:00:00
356,NF-000356,3,756,66882634351751,Moraes Colégio,2024-10-08,36094.86,384.79,50842145100973,Total Express,7F46UOMI999EV,2024-10-16,2024-10-31,entregue,174,2024-10-08 00:00:00
357,NF-000357,3,423,78390847007661,Aragão Escola,2024-12-05,12406.98,3819.06,55481244322208,Correios,JZGYCEN05ZRLB,2024-12-16,,aguardando_coleta,182,2024-12-05 00:00:00
358,NF-000358,2,855,15.410.067/6267-65,Fernandes Escola,2022-02-14,47641.28,1967.7,52000633388700,Sequoia Log,OH4TV4P53AJFM,2022-02-23,2022-02-19,entregue,289,2022-02-15 00:00:00
359,NF-000359,2,369,11.382.675/8692-61,Caldeira Instituto,2024-08-17,12744.48,2619.01,55481244322208,Correios,9OCXJ6ABNYGIA,2024-09-05,2024-09-05,entregue,170,2024-08-18 00:00:00
360,NF-000360,1,960,11.382.675/8692-61,Caldeira Instituto,2022-10-04,24015.32,3207.57,52000633388700,Sequoia Log,MDBTYK0MIWLFJ,2022-10-16,,em_transito,18,2022-10-04 00:00:00
361,NF-000361,1,865,86.101.581/9956-04,Novaes,2024-06-23,21462.75,4602.51,77546296934721,Jadlog,G76U5TVVZWMCO,2024-07-13,,extraviado,53,2024-06-24 00:00:00
362,NF-000362,1,838,74.741.124/9035-21,Caldeira Centro Educacional,2025-02-13,34384.54,3517.94,52000633388700,Sequoia Log,N6427H7ZIYWGH,2025-02-28,,extraviado,193,2025-02-13 00:00:00
363,NF-000363,1,677,04.637.454/9904-53,Ribeiro,2023-06-17,49076.39,3353.52,52000633388700,Sequoia Log,H7T4U2YFCEC8D,2023-07-01,,extraviado,27,2023-06-17 00:00:00
364,NF-000364,1,598,81.260.422/3253-67,Silveira,2022-03-14,9805.86,1073.86,07901319850452,Braspress,DUPAKM59LEI56,2022-04-02,,aguardando_coleta,31,2022-03-14 00:00:00
365,NF-000365,3,319,16560494519832,da Luz,2024-08-17,14342.02,3064.75,50842145100973,Total Express,VECKFKPJ6Q7QK,2024-08-25,2024-08-29,entregue,51,2024-08-18 00:00:00
366,NF-000366,3,1188,20.455.611/0022-55,Vasconcelos Colégio,2024-06-16,35354.32,4441.04,07901319850452,Braspress,OLCEFISVQ2T6Q,2024-06-27,2024-07-10,entregue,135,2024-06-17 00:00:00
367,NF-000367,1,1192,12770632424154,Carvalho,2023-03-12,32842.91,3575.61,55481244322208,Correios,RZKYVMYJS9ED4,2023-03-17,2023-03-30,entregue,291,2023-03-12 00:00:00
368,NF-000368,1,896,29.318.393/3529-04,Cirino,2024-11-09,28113.38,4288.86,07901319850452,Braspress,LB1M0PPO6QQ6Y,2024-11-19,,em_transito,108,2024-11-09 00:00:00
369,NF-000369,1,248,24.041.574/7338-48,Siqueira,2022-01-17,49427.44,4448.87,52000633388700,Sequoia Log,DNYB7IN3O3UG6,2022-02-01,2022-02-15,entregue,396,2022-01-18 00:00:00
370,NF-000370,1,393,08621182339845,Casa Colégio,2025-06-13,2544.92,3468.94,55481244322208,Correios,Y2702HHNNQ81U,2025-06-22,,devolvido,226,2025-06-14 00:00:00
371,NF-000371,1,861,05.153.195/2058-52,Silva Fernandes S.A.,2025-04-23,15992.82,4457.35,77546296934721,Jadlog,T44F43KI7GC7B,2025-05-03,,em_transito,174,2025-04-24 00:00:00
372,NF-000372,1,667,36576615654527,Guerra Araújo S.A.,2023-04-19,6432.31,3359.13,50842145100973,Total Express,ASR3OCVETE062,2023-04-24,,extraviado,57,2023-04-19 00:00:00
373,NF-000373,3,691,21.699.586/6934-65,Barbosa Instituto,2024-06-21,43223.23,3843.39,77546296934721,Jadlog,5Y4WQQRDU9YFR,2024-07-01,,aguardando_coleta,283,2024-06-21 00:00:00
374,NF-000374,1,460,82.417.248/2513-53,da Rosa Albuquerque e Filhos,2024-10-06,36659.24,1587.43,07901319850452,Braspress,SN6MHLAJGG6LD,2024-10-21,,devolvido,353,2024-10-07 00:00:00
375,NF-000375,2,768,58549733484344,Andrade Escola,2024-06-21,30606.3,2478.57,77546296934721,Jadlog,I0A9XTZE6VW48,2024-07-02,2024-07-19,entregue,636,2024-06-22 00:00:00
376,NF-000376,3,527,00.978.820/8121-91,Santos Azevedo S/A,2024-07-01,41797.5,3830.91,07901319850452,Braspress,ZS86BCB3UUIE7,2024-07-15,,devolvido,6,2024-07-02 00:00:00
377,NF-000377,1,633,18.702.621/7459-61,da Conceição S/A,2022-06-07,10100.58,1040.43,07901319850452,Braspress,4G7Q9RXNQK9PJ,2022-06-27,2204-06-07,entregue,146,2022-06-07 00:00:00
378,NF-000378,1,799,21699586693465,Barbosa Instituto,2024-11-20,37196.28,2793.88,50842145100973,Total Express,0UA6P9WXQPRZQ,2024-12-09,,devolvido,184,2024-11-20 00:00:00
379,NF-000379,2,387,40.369.003/4324-45,Aragão - EI,2023-07-24,25590.02,4727.84,77546296934721,Jadlog,15LP0G8GC2EXP,2023-08-08,,em_transito,66,2023-07-25 00:00:00
380,NF-000380,1,772,64.005.242/7868-01,Rios Centro Educacional,2023-07-31,12573.34,1294.19,07901319850452,Braspress,EW18OICUXT6NX,2023-08-09,,em_transito,103,2023-08-01 00:00:00
381,NF-000381,1,653,81.260.422/3253-67,Silveira,2022-10-03,14652.7,4410.4,77546296934721,Jadlog,V5DLJGS7FR390,2022-10-12,2022-10-07,entregue,164,2022-10-03 00:00:00
382,NF-000382,2,877,29668516122753,Pinto Colégio,2022-02-08,25492.06,4157.74,07901319850452,Braspress,LJPEOAAK3T906,2022-02-24,,em_transito,366,2022-02-08 00:00:00
383,NF-000383,2,257,11382675869261,Caldeira Instituto,2025-03-02,42194.5,643.6,52000633388700,Sequoia Log,V701GGUCV1FDD,2025-03-16,,devolvido,225,2025-03-02 00:00:00
384,NF-000384,2,81,09.130.756/2636-89,Alves Escola,2024-01-19,3898.1,3152.63,77546296934721,Jadlog,BKSSCDKJALYUR,2024-02-01,,aguardando_coleta,1,2024-01-20 00:00:00
385,NF-000385,3,608,45494808313678,Lopes Instituto,2024-09-19,12968.21,3483.67,52000633388700,Sequoia Log,TMN0ZH1JHFVLU,2024-10-08,,devolvido,218,2024-09-19 00:00:00
386,NF-000386,1,1140,03.926.142/9396-85,Novais S.A.,2023-12-20,1679.3,100.81,52000633388700,Sequoia Log,Y4R5N8RBE8QG4,2024-01-06,,em_transito,55,2023-12-20 00:00:00
387,NF-000387,3,935,65.060.983/5841-68,Marques Instituto,2022-04-11,24844.41,1838.9,55481244322208,Correios,N3XZH6Y82LUJW,2022-04-23,,devolvido,383,2022-04-11 00:00:00
388,NF-000388,1,1054,54.216.894/2104-47,Macedo Escola,2023-07-09,26844.98,1121.64,55481244322208,Correios,FUGUKABAA2CQV,2023-07-14,2023-07-27,entregue,99,2023-07-09 00:00:00
389,NF-000389,1,1182,66099353875842,da Escola,2024-04-18,35722.53,3149.54,77546296934721,Jadlog,YH0APRSKWCHJ8,2024-05-07,,devolvido,25,2024-04-19 00:00:00
390,NF-000390,3,443,87.083.172/7889-57,Souza Centro Educacional,2024-04-03,49040.34,752.94,50842145100973,Total Express,LIB7TUDJIOU2H,2024-04-18,,extraviado,10,2024-04-03 00:00:00
391,NF-000391,1,296,10.512.382/8258-67,Azevedo Leão - ME,2023-12-25,39904.41,2064.82,07901319850452,Braspress,16KJTIZD0U6AP,2023-12-30,2023-12-29,entregue,86,2023-12-26 00:00:00
392,NF-000392,1,315,48086131712748,Campos Instituto,2023-04-16,40856.65,4631.24,77546296934721,Jadlog,QIBIXINKAZSYF,2023-05-03,2023-05-13,entregue,393,2023-04-17 00:00:00
393,NF-000393,1,340,99.229.959/0010-94,Pinto Centro Educacional,2022-04-26,7555.99,2942.3,77546296934721,Jadlog,KYGTVWWUVK9AE,2022-05-06,,extraviado,138,2022-04-27 00:00:00
394,NF-000394,2,202,31.027.868/1447-39,Novais Escola,2024-07-13,12659.11,2962.89,52000633388700,Sequoia Log,4SYDU5IR2T3L7,2024-07-22,,em_transito,23,2024-07-13 00:00:00
395,NF-000395,1,656,53.315.869/2322-60,Nascimento Siqueira S.A.,2025-04-21,4666.85,1049.55,55481244322208,Correios,22VGTG3ZLWHIG,2025-05-01,,em_transito,65,2025-04-21 00:00:00
396,NF-000396,3,468,60.898.992/1722-33,Sales Instituto,2023-12-13,45456.21,1814.95,52000633388700,Sequoia Log,DDGYTWR7ELTNU,2023-12-26,,em_transito,128,2023-12-14 00:00:00
397,NF-000397,1,1138,23.747.407/4821-75,da Centro Educacional,2023-03-28,2275.68,2898.16,55481244322208,Correios,CAIYKSB5KGTGF,2023-04-13,,em_transito,27,2023-03-29 00:00:00
398,NF-000398,1,666,99.867.980/7935-97,Rios Instituto,2025-07-07,9012.01,1415.0,07901319850452,Braspress,UDW2C4BQBJ3IP,2025-07-21,,em_transito,72,2025-07-07 00:00:00
399,NF-000399,1,498,15.410.067/6267-65,Fernandes Escola,2024-08-24,40363.89,3030.05,77546296934721,Jadlog,C1LQ1WQTRZ18O,2024-09-12,,aguardando_coleta,97,2024-08-24 00:00:00
400,NF-000400,3,378,10.762.268/3885-16,Montenegro,2025-03-19,5289.97,802.64,50842145100973,Total Express,L1ER3J5UCFBY3,2025-03-30,,em_transito,386,2025-03-19 00:00:00
401,NF-000401,2,1102,45.494.808/3136-78,Lopes Instituto,2025-09-14,44626.91,684.18,50842145100973,Total Express,GOYIMOSRPIPXO,2025-09-30,,devolvido,90,2025-09-15 00:00:00
402,NF-000402,3,139,66.319.314/9190-58,Rodrigues e Filhos,2024-11-30,20045.84,1052.62,07901319850452,Braspress,YVMTT71ELO2AY,2024-12-07,,em_transito,2,2024-11-30 00:00:00
403,NF-000403,3,1132,80.737.416/7243-42,da Centro Educacional,2023-09-28,22493.12,766.73,52000633388700,Sequoia Log,IRO1ZG8GW6LKI,2023-10-17,,extraviado,18,2023-09-29 00:00:00
404,NF-000404,1,548,99.799.552/7177-44,Leão Escola,2025-07-20,4647.4,169.48,50842145100973,Total Express,IAM14IL5A1EYW,2025-08-08,2025-08-06,entregue,375,2025-07-21 00:00:00
