id_pedido,id_escola,num_contrato,dt_pedido,dt_entrega_prevista,status,id_vendedor,dt_criacao,dt_atualizacao
475,109,ARCO-2023-00012,2022-07-05,2022-08-25,P,4,2022-07-06 00:00:00,2022-08-28 00:00:00
476,150,ARCO-2022-00234,2023-02-16,2023-04-10,entregue,9,2023-02-16 00:00:00,2023-03-12 00:00:00
477,101,ARCO-2025-00021,2022-11-06,2022-12-20,IN_PROGRESS,6,2022-11-06 00:00:00,2022-11-19 00:00:00
478,233,arco-2023-00085,2022-01-24,2022-03-03,C,19,2022-01-24 00:00:00,2022-02-28 00:00:00
479,198,ARCO-2022-00220,2025-01-29,2025-03-09,PENDING,4,2025-01-29 00:00:00,2025-02-28 00:00:00
480,212,,2025-06-23,2025-08-16,pending,4,2025-06-24 00:00:00,2025-07-25 00:00:00
481,30,ARCO-2025-00199,2024-12-06,2025-02-13,cancelled,11,2024-12-07 00:00:00,2024-12-26 00:00:00
482,146,,2024-01-16,2024-02-20,DELIVERED,18,2024-01-17 00:00:00,2024-03-01 00:00:00
483,26,,2022-09-08,2022-10-12,delivered,18,2022-09-08 00:00:00,2022-09-15 00:00:00
484,245,ARCO-2023-00071,2023-04-07,2023-06-04,A,4,2023-04-08 00:00:00,2023-05-19 00:00:00
485,184,,2023-03-08,2023-04-21,DELIVERED,11,2023-03-08 00:00:00,2023-03-12 00:00:00
486,213,,2022-12-21,2023-01-25,IN_PROGRESS,8,2022-12-21 00:00:00,2023-02-18 00:00:00
487,148,ARCO-2025-00242,2025-08-16,2025-09-01,E,9,2025-08-16 00:00:00,2025-09-05 00:00:00
488,202,ARCo-2024-00254,2025-04-27,2025-07-18,E,15,2025-04-28 00:00:00,2025-06-26 00:00:00
489,223,,2025-09-07,2025-10-16,IN_PROGRESS,13,2025-09-08 00:00:00,2025-09-28 00:00:00
490,57,ARCO-2023-00271,2024-07-04,2024-08-20,entregue,12,2024-07-04 00:00:00,2024-07-27 00:00:00
491,192,ARCO-2025-00042,2023-06-11,2023-07-28,CANCELLED,6,2023-06-11 00:00:00,2023-07-21 00:00:00
492,120,ARCO-2025-00096,2024-09-04,2024-11-24,IN_PROGRESS,7,2024-09-04 00:00:00,2024-09-05 00:00:00
493,13,ARCO-2025-00242,2023-11-18,2024-02-04,cancelado,10,2023-11-19 00:00:00,2024-01-16 00:00:00
494,73,ARCO-2025-00069,2025-05-24,2025-07-28,IN_PROGRESS,7,2025-05-24 00:00:00,2025-05-24 00:00:00
495,219,ARCO202400118,2025-10-24,2025-11-29,pendente,4,2025-10-25 00:00:00,2025-12-07 00:00:00
496,89,ARCO-2023-00172,2023-04-12,2023-07-05,E,16,2023-04-12 00:00:00,2023-04-13 00:00:00
497,140,,2025-02-25,2025-05-03,cancelado,16,2025-02-26 00:00:00,2025-04-08 00:00:00
498,207,ARCO-2022-00041,2024-08-10,2024-10-01,DELIVERED,6,2024-08-11 00:00:00,2024-09-15 00:00:00
499,79,ARCO-2022-00314,2024-01-31,2024-04-21,IN_PROGRESS,9,2024-02-01 00:00:00,2024-03-13 00:00:00
500,228,,2025-11-15,2026-01-24,IN_PROGRESS,3,2025-11-16 00:00:00,2026-01-05 00:00:00
501,6,ARCO-2025-00031,2025-06-23,2025-08-03,CANCELLED,8,2025-06-23 00:00:00,2025-07-21 00:00:00
502,232,ARCO-2023-00065,2022-06-20,2022-09-02,A,5,2022-06-21 00:00:00,2022-07-18 00:00:00
503,245,ARCO-2024-00124,2025-10-01,2025-12-09,IN_PROGRESS,4,2025-10-02 00:00:00,2025-10-07 00:00:00
504,109,,2022-03-17,2022-05-02,PENDING,4,2022-03-17 00:00:00,2022-04-07 00:00:00
505,217,ARCO-2024-00054,2023-01-21,2023-02-08,cancelled,16,2023-01-21 00:00:00,2023-02-14 00:00:00
506,5,,2022-02-24,2022-04-26,pendente,1,2022-02-25 00:00:00,2022-03-01 00:00:00
507,196,ARCO-2022-00105,2025-12-17,2026-02-21,PENDING,6,2025-12-17 00:00:00,2025-12-18 00:00:00
508,144,Arco-2023-00285,2025-01-23,2025-03-10,E,18,2025-01-23 00:00:00,2025-02-17 00:00:00
509,81,ARCO-2022-00154,2023-10-15,2024-01-05,pending,16,2023-10-15 00:00:00,2023-12-09 00:00:00
510,61,ARCO-2022-00053,2023-08-19,2023-09-24,entregue,13,2023-08-20 00:00:00,2023-08-25 00:00:00
511,103,ARCO-2022-00125,2024-04-21,2024-05-11,cancelado,14,2024-04-22 00:00:00,2024-05-07 00:00:00
512,82,ARCO-2024-00151,2022-02-04,2022-04-01,C,15,2022-02-04 00:00:00,2022-02-14 00:00:00
513,53,ARCO-2024-00183,2024-08-08,2024-10-05,DELIVERED,13,2024-08-09 00:00:00,2024-09-18 00:00:00
514,94,ARCO-2023-00065,2022-08-11,2022-10-06,PENDING,19,2022-08-12 00:00:00,2022-09-10 00:00:00
515,208,,2024-02-21,2024-04-22,E,19,2024-02-21 00:00:00,2024-03-04 00:00:00
516,103,ARCO-2025-00074,2023-05-06,2023-06-30,cancelled,14,2023-05-06 00:00:00,2023-05-15 00:00:00
517,132,ARCO-2023-00323,2023-04-26,2023-07-23,pendente,19,2023-04-26 00:00:00,2023-05-06 00:00:00
518,95,ARCO-2025-00217,2022-03-05,2022-03-26,P,4,2022-03-05 00:00:00,2022-03-23 00:00:00
519,175,ARCO-2023-00248,2023-05-03,2023-07-11,cancelado,4,2023-05-04 00:00:00,2023-05-19 00:00:00
520,131,,2022-10-16,2022-12-21,entregue,10,2022-10-16 00:00:00,2022-12-06 00:00:00
521,146,ARCO-2022-00210,2022-07-19,2022-10-13,pending,18,2022-07-19 00:00:00,2022-08-10 00:00:00
522,197,arco-2023-00038,2024-06-16,2024-07-01,cancelado,3,2024-06-16 00:00:00,2024-07-26 00:00:00
523,38,ARCo-2022-00017,2023-08-08,2023-08-30,PENDING,17,2023-08-08 00:00:00,2023-08-13 00:00:00
524,68,ARCo-2022-00225,2025-05-17,2025-06-12,CANCELLED,10,2025-05-17 00:00:00,2025-05-27 00:00:00
525,228,ARCO-2023-00140,2022-05-05,2022-07-12,cancelado,3,2022-05-05 00:00:00,2022-05-24 00:00:00
526,219,ARCO-2023-00285,2024-05-22,2024-06-30,entregue,4,2024-05-22 00:00:00,2024-07-04 00:00:00
527,16,,2024-06-08,2024-08-27,delivered,17,2024-06-08 00:00:00,2024-06-09 00:00:00
528,118,ARCO-2022-00138,2023-01-28,2023-04-21,P,12,2023-01-28 00:00:00,2023-03-29 00:00:00
529,63,,2024-05-19,2024-06-14,PENDING,9,2024-05-19 00:00:00,2024-07-13 00:00:00
530,236,,2024-04-04,2024-05-28,em_andamento,11,2024-04-05 00:00:00,2024-05-21 00:00:00
531,173,ARCO-2025-00100,2024-05-02,2024-05-26,P,2,2024-05-03 00:00:00,2024-05-27 00:00:00
532,196,,2023-06-23,2023-09-04,DELIVERED,6,2023-06-23 00:00:00,2023-08-02 00:00:00
533,62,ARCO-2022-00347,2022-03-14,2022-05-19,PENDING,20,2022-03-15 00:00:00,2022-05-13 00:00:00
534,229,ARCO-2022-00017,2024-11-17,2024-12-14,PENDING,17,2024-11-18 00:00:00,2025-01-09 00:00:00
535,82,ARCO-2023-00067,2022-02-18,2022-05-01,IN_PROGRESS,15,2022-02-18 00:00:00,2022-03-15 00:00:00
536,205,,2023-11-04,2024-01-13,cancelado,4,2023-11-04 00:00:00,2023-11-11 00:00:00
537,166,ARCO-2025-00227,2023-07-28,2023-10-02,entregue,14,2023-07-29 00:00:00,2023-08-31 00:00:00
538,230,,2025-09-04,2025-10-15,P,16,2025-09-05 00:00:00,2025-09-23 00:00:00
539,86,,2025-10-26,2025-11-10,DELIVERED,14,2025-10-26 00:00:00,2025-11-30 00:00:00
540,69,ARCO-2023-00078,2025-03-03,2025-05-04,cancelado,15,2025-03-03 00:00:00,2025-03-17 00:00:00
541,209,,2022-03-19,2022-05-03,cancelado,3,2022-03-20 00:00:00,2022-04-16 00:00:00
542,45,ARCO-2023-00102,2022-01-21,2022-03-25,A,16,2022-01-21 00:00:00,2022-02-10 00:00:00
543,44,,2023-06-11,2023-07-19,entregue,8,2023-06-11 00:00:00,2023-07-22 00:00:00
544,23,ARCO-2022-00232,2023-03-07,2023-04-26,E,13,2023-03-08 00:00:00,2023-04-03 00:00:00
545,186,,2024-07-21,2024-10-16,A,6,2024-07-22 00:00:00,2024-08-13 00:00:00
546,43,,2022-10-14,2022-11-01,cancelled,3,2022-10-15 00:00:00,2022-11-25 00:00:00
547,189,,2023-10-03,2023-11-25,delivered,16,2023-10-03 00:00:00,2023-10-03 00:00:00
548,89,ARCO-2024-00211,2025-07-13,2025-07-29,pendente,16,2025-07-13 00:00:00,2025-09-08 00:00:00
549,134,ARCO-2022-00294,2022-12-31,2023-03-11,em_andamento,15,2023-01-01 00:00:00,2023-02-18 00:00:00
550,209,ARCO-2024-00238,2022-03-14,2022-05-11,pendente,3,2022-03-15 00:00:00,2022-04-19 00:00:00
551,208,ARCO-2023-00071,2022-10-23,2022-12-09,A,19,2022-10-24 00:00:00,2022-11-27 00:00:00
552,248,ARCO-2025-00360,2023-03-24,2023-04-26,P,2,2023-03-25 00:00:00,2023-04-15 00:00:00
553,100,ARCO-2022-00247,2022-01-23,2022-02-21,IN_PROGRESS,14,2022-01-23 00:00:00,2022-03-24 00:00:00
554,210,ARCO-2023-00088,2025-01-18,2025-04-09,C,9,2025-01-19 00:00:00,2025-02-09 00:00:00
555,162,ARCO-2025-00201,2024-06-17,2024-09-11,pending,8,2024-06-17 00:00:00,2024-08-05 00:00:00
556,120,,2023-02-03,2023-03-04,C,7,2023-02-04 00:00:00,2023-02-10 00:00:00
557,85,ARCO-2023-00156,2022-07-24,2022-09-01,A,16,2022-07-24 00:00:00,2022-08-20 00:00:00
558,233,,2024-11-18,2025-02-15,E,19,2024-11-18 00:00:00,2025-01-12 00:00:00
559,87,ARCO-2025-00026,2023-12-08,2024-02-18,CANCELLED,11,2023-12-08 00:00:00,2024-01-10 00:00:00
560,27,ARCO-2022-00212,2025-09-19,2025-11-16,pending,20,2025-09-19 00:00:00,2025-11-03 00:00:00
561,77,ARCO-2022-00192,2022-04-22,2022-06-08,em_andamento,10,2022-04-23 00:00:00,2022-04-30 00:00:00
562,20,ARCO-2025-00229,2022-10-31,2023-01-18,cancelado,20,2022-11-01 00:00:00,2022-12-09 00:00:00
563,120,ARCO-2024-00341,2023-02-01,2023-04-04,em_andamento,7,2023-02-01 00:00:00,2023-02-05 00:00:00
564,108,,2025-05-18,2025-08-05,A,3,2025-05-19 00:00:00,2025-07-08 00:00:00
565,127,ARCO-2022-00361,2022-02-28,2022-04-13,P,9,2022-03-01 00:00:00,2022-04-14 00:00:00
566,155,ARCO-2024-00378,2024-01-12,2024-01-28,C,20,2024-01-13 00:00:00,2024-02-23 00:00:00
567,36,ARCO202200232,2024-03-05,2024-05-30,DELIVERED,10,2024-03-06 00:00:00,2024-04-25 00:00:00
568,241,ARCO-2022-00193,2023-10-31,2024-01-10,IN_PROGRESS,17,2023-10-31 00:00:00,2023-11-16 00:00:00
569,106,ARCO-2023-00271,2022-05-01,2022-06-11,cancelado,15,2022-05-02 00:00:00,2022-05-09 00:00:00
570,19,,2022-04-27,2022-06-17,pending,5,2022-04-28 00:00:00,2022-05-14 00:00:00
571,62,Arco-2023-00025,2022-07-11,2022-09-04,E,20,2022-07-11 00:00:00,2022-07-14 00:00:00
572,215,,2023-06-18,2023-07-07,pending,19,2023-06-18 00:00:00,2023-08-07 00:00:00
573,115,ARCO-2024-00037,2024-05-01,2024-05-18,CANCELLED,14,2024-05-01 00:00:00,2024-05-16 00:00:00
574,42,ARCO-2025-00061,2023-05-16,2023-07-28,pendente,16,2023-05-17 00:00:00,2023-06-20 00:00:00
575,170,ARCO-2024-00262,2023-05-10,2023-07-25,P,3,2023-05-10 00:00:00,2023-07-05 00:00:00
576,111,ARCO-2024-00321,2024-06-21,2024-08-09,PENDING,8,2024-06-21 00:00:00,2024-08-17 00:00:00
577,134,ARCO-2022-00274,2022-06-29,2022-08-22,cancelled,15,2022-06-29 00:00:00,2022-08-11 00:00:00
578,233,ARCO-2024-00369,2022-05-01,2022-06-19,P,19,2022-05-01 00:00:00,2022-06-12 00:00:00
579,126,ARCO-2023-00306,2025-10-18,2025-11-03,em_andamento,19,2025-10-19 00:00:00,2025-11-01 00:00:00
580,65,,2025-03-11,2025-05-09,em_andamento,4,2025-03-12 00:00:00,2025-03-15 00:00:00
581,220,Arco-2023-00224,2022-07-13,2022-08-25,E,12,2022-07-13 00:00:00,2022-08-13 00:00:00
582,162,ARCO-2023-00116,2023-08-02,2023-10-14,delivered,8,2023-08-02 00:00:00,2023-09-21 00:00:00
583,38,ARCO-2022-00154,2023-04-15,2023-07-14,CANCELLED,17,2023-04-15 00:00:00,2023-05-20 00:00:00
584,76,ARCO-2023-00224,2023-04-08,2023-06-02,pendente,5,2023-04-09 00:00:00,2023-04-08 00:00:00
585,27,ARCO-2023-00269,2024-06-16,2024-07-28,cancelado,20,2024-06-17 00:00:00,2024-08-10 00:00:00
586,233,,2025-11-28,2026-02-16,IN_PROGRESS,19,2025-11-29 00:00:00,2025-12-25 00:00:00
587,207,,2025-05-16,2025-07-23,pending,6,2025-05-16 00:00:00,2025-05-27 00:00:00
588,241,ARCO-2022-00240,2023-12-17,2024-03-14,P,17,2023-12-17 00:00:00,2024-01-14 00:00:00
589,177,ARCO-2025-00132,2023-03-15,2023-05-09,pending,1,2023-03-16 00:00:00,2023-05-02 00:00:00
590,2,ARCO-2025-00122,2024-08-17,2024-10-13,em_andamento,4,2024-08-18 00:00:00,2024-09-28 00:00:00
591,160,,2025-04-20,2025-06-09,em_andamento,2,2025-04-20 00:00:00,2025-06-18 00:00:00
592,143,,2025-08-14,2025-10-11,entregue,11,2025-08-14 00:00:00,2025-09-20 00:00:00
593,116,ARCO-2024-00141,2025-02-15,2025-03-08,A,11,2025-02-15 00:00:00,2025-03-13 00:00:00
594,72,Arco-2024-00366,2023-07-24,2023-09-27,DELIVERED,19,2023-07-25 00:00:00,2023-08-17 00:00:00
595,130,,2024-01-07,2024-01-31,PENDING,3,2024-01-08 00:00:00,2024-01-16 00:00:00
596,82,ARCO-2025-00304,2024-11-21,2025-01-31,IN_PROGRESS,15,2024-11-22 00:00:00,2024-11-28 00:00:00
597,235,ARCO-2024-00344,2023-12-01,2024-01-13,PENDING,16,2023-12-01 00:00:00,2024-01-26 00:00:00
598,178,,2022-03-06,2022-04-13,delivered,1,2022-03-07 00:00:00,2022-04-05 00:00:00
599,55,ARCo-2022-00189,2023-04-25,2023-06-28,CANCELLED,15,2023-04-26 00:00:00,2023-06-02 00:00:00
600,237,,2023-05-14,2023-07-22,cancelled,20,2023-05-15 00:00:00,2023-05-19 00:00:00
601,33,ARCO-2025-00036,2022-12-04,2023-01-31,CANCELLED,9,2022-12-05 00:00:00,2023-01-11 00:00:00
602,48,,2023-05-20,2023-06-12,E,11,2023-05-21 00:00:00,2023-07-10 00:00:00
603,45,,2024-02-24,2024-03-14,DELIVERED,16,2024-02-24 00:00:00,2024-04-10 00:00:00
604,144,ARCO-2022-00105,2022-08-01,2022-10-19,cancelled,18,2022-08-01 00:00:00,2022-09-27 00:00:00
605,111,ARCO-2023-00169,2023-07-19,2023-10-09,CANCELLED,8,2023-07-20 00:00:00,2023-08-07 00:00:00
606,220,ARCO-2025-00021,2022-03-04,2022-04-08,P,12,2022-03-05 00:00:00,2022-03-07 00:00:00
607,188,ARCO-2022-00143,2023-07-21,2023-08-28,CANCELLED,9,2023-07-21 00:00:00,2023-08-24 00:00:00
608,44,,2024-09-02,2024-10-28,cancelado,8,2024-09-02 00:00:00,2024-10-01 00:00:00
609,242,,2023-09-09,2023-10-04,em_andamento,16,2023-09-10 00:00:00,2023-10-19 00:00:00
610,28,,2024-08-02,2024-09-21,IN_PROGRESS,4,2024-08-03 00:00:00,2024-08-31 00:00:00
611,43,,2024-06-08,2024-08-12,P,3,2024-06-09 00:00:00,2024-07-03 00:00:00
612,19,ARCO-2022-00008,2024-07-02,2024-08-19,PENDING,5,2024-07-03 00:00:00,2024-07-06 00:00:00
613,26,ARCO-2023-00087,2024-07-10,2024-10-03,PENDING,18,2024-07-11 00:00:00,2024-08-01 00:00:00
614,62,,2024-02-17,2024-03-13,DELIVERED,20,2024-02-17 00:00:00,2024-02-17 00:00:00
615,24,,2022-04-12,2022-05-16,CANCELLED,20,2022-04-13 00:00:00,2022-06-02 00:00:00
616,135,,2022-09-06,2022-11-18,delivered,17,2022-09-07 00:00:00,2022-11-05 00:00:00
617,237,ARCO-2024-00037,2025-03-17,2025-04-27,C,20,2025-03-18 00:00:00,2025-04-15 00:00:00
618,43,ARCO-2022-00241,2025-07-21,2025-09-28,pendente,3,2025-07-22 00:00:00,2025-09-09 00:00:00
619,121,,2023-09-28,2023-10-17,A,2,2023-09-28 00:00:00,2023-11-13 00:00:00
620,218,ARCO-2024-00322,2024-06-23,2024-09-16,em_andamento,3,2024-06-24 00:00:00,2024-06-29 00:00:00
621,227,,2023-06-01,2023-07-17,em_andamento,13,2023-06-01 00:00:00,2023-07-18 00:00:00
622,200,ARCO-2022-00296,2024-03-10,2024-05-21,P,6,2024-03-10 00:00:00,2024-03-14 00:00:00
623,201,,2023-02-17,2023-03-09,DELIVERED,10,2023-02-17 00:00:00,2023-02-28 00:00:00
624,92,ARCo-2025-00045,2025-04-13,2025-05-25,P,13,2025-04-14 00:00:00,2025-05-02 00:00:00
625,197,ARCO-2022-00204,2025-03-02,2025-04-27,C,3,2025-03-03 00:00:00,2025-03-22 00:00:00
626,53,ARCO-2024-00278,2023-12-16,2024-02-06,em_andamento,13,2023-12-16 00:00:00,2024-01-21 00:00:00
627,69,ARCO-2023-00266,2023-04-03,2023-05-01,C,15,2023-04-03 00:00:00,2023-04-24 00:00:00
628,128,,2025-04-07,2025-04-29,A,20,2025-04-07 00:00:00,2025-04-24 00:00:00
629,141,,2023-05-03,2023-07-30,DELIVERED,18,2023-05-03 00:00:00,2023-06-21 00:00:00
630,190,ARCO-2023-00066,2024-05-05,2024-06-30,P,10,2024-05-06 00:00:00,2024-05-07 00:00:00
631,42,,2022-03-28,2022-04-14,IN_PROGRESS,16,2022-03-28 00:00:00,2022-04-04 00:00:00
632,162,ARCO-2025-00343,2024-02-13,2024-04-29,em_andamento,8,2024-02-14 00:00:00,2024-03-11 00:00:00
633,62,ARCO-2022-00060,2022-05-29,2022-06-16,cancelado,20,2022-05-30 00:00:00,2022-07-13 00:00:00
634,220,ARCO-2023-00364,2022-09-26,2022-12-14,IN_PROGRESS,12,2022-09-27 00:00:00,2022-10-27 00:00:00
635,161,ARCO202500103,2022-06-15,2022-07-12,cancelled,18,2022-06-15 00:00:00,2022-07-04 00:00:00
636,224,ARCO-2022-00052,2024-06-07,2024-07-27,delivered,17,2024-06-08 00:00:00,2024-07-30 00:00:00
637,51,ARCO-2025-00219,2023-12-26,2024-01-23,C,4,2023-12-26 00:00:00,2024-01-19 00:00:00
638,23,ARCO-2024-00149,2025-06-23,2025-09-02,PENDING,13,2025-06-24 00:00:00,2025-08-20 00:00:00
639,29,ARCO-2023-00093,2022-02-07,2022-03-08,delivered,4,2022-02-07 00:00:00,2022-04-01 00:00:00
640,142,,2025-05-03,2025-06-11,delivered,10,2025-05-04 00:00:00,2025-05-30 00:00:00
641,95,,2024-04-22,2024-07-10,cancelado,4,2024-04-22 00:00:00,2024-05-20 00:00:00
642,195,ARCO-2024-00378,2022-07-15,2022-09-03,delivered,12,2022-07-16 00:00:00,2022-08-26 00:00:00
643,65,,2024-05-29,2024-08-24,pendente,4,2024-05-30 00:00:00,2024-07-08 00:00:00
644,110,ARCO-2024-00377,2023-12-29,2024-01-18,delivered,13,2023-12-29 00:00:00,2024-02-14 00:00:00
645,130,arco-2025-00128,2024-06-18,2024-07-19,DELIVERED,3,2024-06-18 00:00:00,2024-08-15 00:00:00
646,187,ARCO-2023-00271,2024-09-05,2024-10-02,A,4,2024-09-05 00:00:00,2024-09-24 00:00:00
647,37,ARCO-2024-00272,2024-03-08,2024-05-27,A,12,2024-03-08 00:00:00,2024-05-05 00:00:00
648,214,,2022-11-03,2022-12-26,E,9,2022-11-03 00:00:00,2022-11-25 00:00:00
649,156,ARCO-2024-00331,2023-07-04,2023-09-28,E,2,2023-07-04 00:00:00,2023-07-24 00:00:00
650,152,,2023-06-15,2023-07-23,IN_PROGRESS,17,2023-06-16 00:00:00,2023-07-07 00:00:00
651,127,,2025-04-18,2025-07-07,A,9,2025-04-19 00:00:00,2025-04-19 00:00:00
652,126,ARCO-2022-00253,2022-02-12,2022-04-24,cancelado,19,2022-02-13 00:00:00,2022-02-16 00:00:00
653,178,,2022-09-21,2022-10-08,A,1,2022-09-21 00:00:00,2022-10-19 00:00:00
654,192,ARCO-2024-00283,2025-05-21,2025-07-15,DELIVERED,6,2025-05-21 00:00:00,2025-06-10 00:00:00
655,246,,2023-08-31,2023-11-17,delivered,4,2023-09-01 00:00:00,2023-10-06 00:00:00
656,24,ARCO-2024-00183,2025-03-29,2025-05-19,entregue,20,2025-03-30 00:00:00,2025-04-02 00:00:00
657,102,ARCO-2022-00136,2024-12-31,2025-03-17,cancelled,14,2025-01-01 00:00:00,2025-01-28 00:00:00
658,100,ARCO-2023-00359,2024-03-20,2024-05-05,C,14,2024-03-21 00:00:00,2024-05-19 00:00:00
659,137,ARCO-2023-00353,2022-03-14,2022-05-27,PENDING,14,2022-03-15 00:00:00,2022-05-03 00:00:00
660,134,ARCO-2023-00078,2025-10-26,2025-12-26,cancelled,15,2025-10-26 00:00:00,2025-11-14 00:00:00
661,170,ARCO-2024-00173,2025-07-27,2025-09-19,P,3,2025-07-27 00:00:00,2025-09-01 00:00:00
662,148,ARCO-2024-00202,2025-08-30,2025-10-17,IN_PROGRESS,9,2025-08-30 00:00:00,2025-10-21 00:00:00
663,117,,2024-08-19,2024-09-05,IN_PROGRESS,14,2024-08-20 00:00:00,2024-10-10 00:00:00
664,52,ARCO-2025-00227,2022-03-22,2022-04-08,E,12,2022-03-23 00:00:00,2022-04-11 00:00:00
665,230,ARCO-2025-00018,2022-05-13,2022-07-16,C,16,2022-05-14 00:00:00,2022-05-25 00:00:00
666,90,ARCO202400080,2025-06-22,2025-07-20,delivered,15,2025-06-22 00:00:00,2025-07-19 00:00:00
667,78,ARCO-2025-00201,2023-04-05,2023-06-28,E,20,2023-04-06 00:00:00,2023-04-10 00:00:00
668,32,,2025-05-10,2025-08-06,cancelado,16,2025-05-11 00:00:00,2025-05-18 00:00:00
669,179,ARCO-2022-00333,2024-12-26,2025-01-18,pendente,5,2024-12-26 00:00:00,2024-12-29 00:00:00
670,193,ARCO-2025-00185,2024-09-16,2024-10-12,cancelado,6,2024-09-16 00:00:00,2024-10-16 00:00:00
671,103,ARCO-2025-00024,2024-06-13,2024-07-19,em_andamento,14,2024-06-14 00:00:00,2024-06-27 00:00:00
672,59,,2022-09-22,2022-12-04,CANCELLED,11,2022-09-23 00:00:00,2022-10-08 00:00:00
673,174,,2022-09-21,2022-11-23,delivered,8,2022-09-22 00:00:00,2022-11-06 00:00:00
674,115,ARCO202200347,2022-04-03,2022-05-18,pending,14,2022-04-04 00:00:00,2022-04-05 00:00:00
675,132,,2024-02-01,2024-03-31,pending,19,2024-02-01 00:00:00,2024-03-24 00:00:00
676,148,ARCO-2025-00069,2023-10-05,2023-10-29,IN_PROGRESS,9,2023-10-06 00:00:00,2023-10-10 00:00:00
677,131,ARCO-2022-00234,2023-06-08,2023-07-26,entregue,10,2023-06-08 00:00:00,2023-08-06 00:00:00
678,133,,2022-05-17,2022-07-06,pending,6,2022-05-17 00:00:00,2022-05-23 00:00:00
679,210,ARCO-2022-00361,2025-04-22,2025-07-02,cancelled,9,2025-04-22 00:00:00,2025-05-03 00:00:00
680,103,,2024-09-10,2024-09-27,CANCELLED,14,2024-09-11 00:00:00,2024-10-17 00:00:00
681,233,ARCO-2024-00230,2023-03-11,2023-05-02,em_andamento,19,2023-03-12 00:00:00,2023-04-09 00:00:00
682,205,,2022-09-27,2022-10-28,E,4,2022-09-27 00:00:00,2022-09-28 00:00:00
683,194,ARCO-2022-00314,2025-02-08,2025-04-27,PENDING,1,2025-02-09 00:00:00,2025-03-11 00:00:00
684,111,ARCO-2024-00081,2023-02-19,2023-04-07,IN_PROGRESS,8,2023-02-19 00:00:00,2023-04-11 00:00:00
685,225,ARCO202400046,2025-01-28,2025-02-19,P,4,2025-01-29 00:00:00,2025-03-27 00:00:00
686,182,ARCO-2024-00158,2024-12-02,2024-12-22,em_andamento,16,2024-12-02 00:00:00,2025-01-19 00:00:00
687,129,,2023-04-09,2023-05-31,cancelado,8,2023-04-10 00:00:00,2023-04-29 00:00:00
688,242,ARCO-2025-00304,2023-10-12,2023-12-16,E,16,2023-10-13 00:00:00,2023-10-14 00:00:00
689,82,ARCO-2023-00205,2024-04-23,2024-06-29,em_andamento,15,2024-04-24 00:00:00,2024-05-19 00:00:00
690,69,Arco-2024-00004,2022-02-26,2022-04-13,em_andamento,15,2022-02-26 00:00:00,2022-04-14 00:00:00
691,248,ARCO-2025-00375,2024-06-07,2024-07-20,DELIVERED,2,2024-06-08 00:00:00,2024-08-03 00:00:00
692,213,ARCo-2025-00137,2023-04-15,2023-05-31,delivered,8,2023-04-16 00:00:00,2023-05-02 00:00:00
693,43,ARCO-2022-00138,2024-12-17,2025-02-11,pending,3,2024-12-18 00:00:00,2025-02-11 00:00:00
694,93,ARCO-2022-00204,2025-01-06,2025-03-28,cancelled,10,2025-01-06 00:00:00,2025-02-09 00:00:00
695,22,ARCO-2024-00134,2024-06-07,2024-07-22,IN_PROGRESS,18,2024-06-07 00:00:00,2024-06-29 00:00:00
696,43,ARCO-2023-00231,2023-11-25,2023-12-21,A,3,2023-11-26 00:00:00,2024-01-05 00:00:00
697,74,ARCO-2023-00078,2024-10-13,2024-12-15,pending,8,2024-10-14 00:00:00,2024-11-04 00:00:00
698,63,ARCO-2023-00093,2024-04-07,2024-06-16,cancelado,9,2024-04-08 00:00:00,2024-05-21 00:00:00
699,203,,2022-05-25,2022-08-22,em_andamento,9,2022-05-25 00:00:00,2022-05-31 00:00:00
700,247,,2025-12-24,2026-01-24,em_andamento,12,2025-12-24 00:00:00,2026-02-21 00:00:00
701,81,ARCo-2023-00245,2024-08-31,2024-11-18,em_andamento,16,2024-09-01 00:00:00,2024-10-10 00:00:00
702,55,ARCO-2025-00281,2023-02-19,2023-03-23,entregue,15,2023-02-20 00:00:00,2023-03-18 00:00:00
703,42,ARCO-2023-00364,2022-07-12,2022-08-07,pendente,16,2022-07-12 00:00:00,2022-08-28 00:00:00
704,103,ARCO-2025-00181,2022-03-02,2022-05-11,entregue,14,2022-03-02 00:00:00,2022-03-06 00:00:00
705,198,ARCO-2023-00146,2022-12-17,2023-02-23,CANCELLED,4,2022-12-17 00:00:00,2022-12-25 00:00:00
706,138,,2025-08-11,2025-10-21,DELIVERED,14,2025-08-11 00:00:00,2025-09-21 00:00:00
707,148,,2024-09-04,2024-10-01,cancelled,9,2024-09-04 00:00:00,2024-10-12 00:00:00
708,122,ARCO-2025-00007,2025-10-12,2025-12-10,delivered,19,2025-10-12 00:00:00,2025-11-19 00:00:00
709,104,ARCO-2025-00043,2022-11-05,2023-01-21,entregue,16,2022-11-05 00:00:00,2022-11-15 00:00:00
710,150,,2025-08-21,2025-10-28,P,9,2025-08-21 00:00:00,2025-08-27 00:00:00
711,135,,2023-05-20,2023-07-03,em_andamento,17,2023-05-21 00:00:00,2023-07-17 00:00:00
712,198,,2024-07-10,2024-09-28,E,4,2024-07-11 00:00:00,2024-09-03 00:00:00
