DocEntry,LineNum,ItemCode,ItemName,Quantity,DelivrdQty,OpenQty,ShipDate,LineStatus,Price,LineTotal
773,0,SKU-0041,Material PGS 4 EF,255,27,228,2022-09-18,O,69.66,17763.3
773,1,SKU-0051,Material PGS 4 EF,81,58,23,2022-09-28,O,66.57,5392.17
773,2,SKU-0014,Material COC 2 EM,228,82,146,2022-09-20,O,93.28,21267.84
773,3,SKU-0030,Material COC 6 EF,207,84,123,2022-10-24,O,33.46,6926.22
773,4,SKU-0053,Material SAE 5 EF,117,18,99,2022-09-27,O,137.13,16044.21
774,0,SKU-0014,Material NSE 8 EF,115,101,14,2025-06-17,O,116.31,13375.65
774,1,SKU-0044,Material SAE 1 EM,107,107,0,2025-05-23,C,47.03,5032.21
774,2,SKU-0053,Material Isaac 3 EM,232,107,125,2025-05-03,O,197.37,45789.84
774,3,SKU-0030,Material SAE 1 EF,23,19,4,2025-06-14,O,148.35,3412.05
774,4,SKU-0059,Material PGS 5 EF,170,167,3,2025-06-13,O,87.86,14936.2
775,0,SKU-0024,Material PGS 5 EF,45,5,40,2023-05-22,O,76.03,3421.35
776,0,SKU-0003,Material PGS 3 EF,90,36,54,2024-04-28,O,139.84,12585.6
777,0,SKU-0055,Material PGS 1 EM,103,66,37,2025-10-16,O,77.02,7933.06
777,1,SKU-0020,Material SAE 9 EF,106,76,30,2025-10-20,O,278.66,29537.96
777,2,SKU-0018,Material PGS 6 EF,299,166,133,2025-10-04,O,199.47,59641.53
777,3,SKU-0026,Material SAE 6 EF,100,79,21,2025-10-28,O,148.36,14836.0
777,4,SKU-0044,Material NSE 2 EM,62,54,8,2025-11-18,O,246.88,15306.56
778,0,SKU-0028,Material SAE 8 EF,233,48,185,2022-09-21,O,157.33,36657.89
778,1,SKU-0041,Material Isaac 4 EF,39,0,39,2022-08-30,O,66.94,2610.66
778,2,SKU-0032,Material SAE 4 EF,124,119,5,2022-10-08,O,290.37,36005.88
779,0,SKU-0053,Material SAE 5 EF,101,36,65,2024-07-20,O,163.17,16480.17
779,1,SKU-0034,Material COC 1 EM,179,116,63,2024-06-21,O,177.89,31842.31
779,2,SKU-0024,Material COC 6 EF,227,51,176,2024-07-08,O,214.08,48596.16
780,0,SKU-0045,Material COC 6 EF,120,109,11,2023-08-16,O,282.71,33925.2
780,1,SKU-0044,Material SAE 7 EF,98,45,53,2023-08-08,O,157.25,15410.5
780,2,SKU-0035,Material NSE 2 EM,225,5,220,2023-09-23,O,141.11,31749.75
781,0,SKU-0023,Material PGS 6 EF,87,32,55,2022-12-07,O,48.56,4224.72
781,1,SKU-0059,Material Isaac 1 EF,222,4,218,2022-12-11,O,33.0,7326.0
781,2,SKU-0046,Material COC 4 EF,119,20,99,2022-11-18,O,269.24,32039.56
781,3,SKU-0053,Material PGS 1 EM,183,27,156,2022-11-18,O,47.03,8606.49
781,4,SKU-0059,Material SAE 2 EF,272,97,175,2022-11-16,O,175.54,47746.88
782,0,SKU-0027,Material COC 2 EF,74,52,22,2026-01-16,O,195.81,14489.94
782,1,SKU-0042,Material Isaac 5 EF,161,51,110,2026-02-01,O,49.79,8016.19
782,2,SKU-0056,Material PGS 8 EF,174,158,16,2026-01-27,O,156.78,27279.72
783,0,SKU-0023,Material NSE 2 EF,266,40,226,2023-09-12,O,54.9,14603.4
783,1,SKU-0059,Material COC 3 EM,116,68,48,2023-08-19,O,72.14,8368.24
783,2,SKU-0040,Material Isaac 4 EF,211,90,121,2023-09-19,O,95.24,20095.64
783,3,SKU-0013,Material Isaac 1 EF,108,105,3,2023-09-16,O,177.54,19174.32
783,4,SKU-0013,Material NSE 2 EF,184,145,39,2023-08-29,O,89.26,16423.84
784,0,SKU-0036,Material PGS 7 EF,160,35,125,2023-12-02,O,290.77,46523.2
784,1,SKU-0022,Material PGS 5 EF,92,0,92,2023-11-14,O,266.08,24479.36
784,2,SKU-0040,Material NSE 9 EF,21,18,3,2023-11-17,O,24.07,505.47
785,0,SKU-0001,Material PGS 3 EM,270,40,230,2024-05-30,O,222.79,60153.3
785,1,SKU-0039,Material NSE 4 EF,297,291,6,2024-05-17,O,179.46,53299.62
785,2,SKU-0036,Material PGS 5 EF,278,63,215,2024-06-01,O,179.08,49784.24
785,3,SKU-0045,Material Isaac 1 EF,209,60,149,2024-06-03,O,43.37,9064.33
786,0,SKU-0059,Material SAE 9 EF,158,86,72,2024-07-08,O,158.44,25033.52
786,1,SKU-0013,Material COC 8 EF,212,115,97,2024-07-14,O,113.31,24021.72
787,0,SKU-0028,Material NSE 7 EF,76,75,1,2024-12-16,O,132.51,10070.76
788,0,SKU-0006,Material PGS 3 EF,198,190,8,2022-07-22,O,79.51,15742.98
788,1,SKU-0056,Material Isaac 5 EF,44,42,2,2022-08-18,O,133.43,5870.92
788,2,SKU-0026,Material SAE 2 EM,139,52,87,2022-08-24,O,191.82,26662.98
788,3,SKU-0029,Material PGS 2 EF,158,20,138,2022-07-06,O,115.18,18198.44
788,4,SKU-0030,Material SAE 1 EM,33,3,30,2022-08-16,O,236.31,7798.23
789,0,SKU-0029,Material NSE 4 EF,31,21,10,2022-12-08,O,127.25,3944.75
789,1,SKU-0011,Material COC 2 EF,179,76,103,2022-11-16,O,91.64,16403.56
789,2,SKU-0011,Material SAE 3 EM,144,85,59,2022-11-13,O,227.7,32788.8
789,3,SKU-0049,Material Isaac 1 EM,290,217,73,2022-11-11,O,199.96,57988.4
790,0,SKU-0056,Material NSE 1 EM,65,34,31,2024-09-22,O,202.92,13189.8
790,1,SKU-0001,Material SAE 1 EF,69,38,31,2024-11-05,O,49.07,3385.83
790,2,SKU-0018,Material PGS 2 EM,295,40,255,2024-11-03,O,87.8,25901.0
790,3,SKU-0017,Material Isaac 3 EF,149,102,47,2024-10-03,O,239.41,35672.09
790,4,SKU-0045,Material SAE 3 EM,97,38,59,2024-10-17,O,57.98,5624.06
791,0,SKU-0026,Material Isaac 5 EF,101,27,74,2025-09-07,O,279.89,28268.89
791,1,SKU-0046,Material SAE 3 EF,74,68,6,2025-08-05,O,146.99,10877.26
792,0,SKU-0049,Material COC 8 EF,131,102,29,2023-12-28,O,202.38,26511.78
792,1,SKU-0036,Material NSE 2 EF,231,45,186,2023-11-26,O,179.15,41383.65
792,2,SKU-0017,Material COC 9 EF,94,49,45,2023-12-19,O,54.42,5115.48
793,0,SKU-0030,Material NSE 3 EM,259,260,0,2023-12-18,C,233.32,60429.88
794,0,SKU-0044,Material SAE 1 EM,232,91,141,2024-10-05,O,252.69,58624.08
795,0,SKU-0029,Material Isaac 3 EF,48,41,7,2024-04-12,O,86.01,4128.48
796,0,SKU-0025,Material Isaac 5 EF,114,76,38,2025-08-16,O,20.48,2334.72
796,1,SKU-0012,Material SAE 4 EF,130,122,8,2025-08-08,O,174.1,22633.0
796,2,SKU-0021,Material COC 4 EF,249,35,214,2025-07-19,O,211.7,52713.3
797,0,SKU-0037,Material PGS 5 EF,22,34,0,2024-02-02,C,286.3,6298.6
797,1,SKU-0058,Material COC 2 EF,237,234,3,2024-01-16,O,73.44,17405.28
798,0,SKU-0019,Material NSE 3 EM,192,106,86,2022-08-13,O,83.5,16032.0
799,0,SKU-0024,Material SAE 4 EF,90,83,7,2023-09-20,O,75.3,6777.0
799,1,SKU-0042,Material SAE 3 EM,19,19,0,2023-08-25,C,299.11,5683.09
799,2,SKU-0013,Material PGS 7 EF,70,45,25,2023-09-17,O,199.37,13955.9
800,0,SKU-0046,Material COC 6 EF,55,19,36,2024-01-10,O,266.87,14677.85
800,1,SKU-0033,Material COC 4 EF,52,19,33,2024-01-04,O,67.25,3497.0
800,2,SKU-0021,Material COC 3 EM,81,27,54,2024-01-03,O,163.22,13220.82
800,3,SKU-0039,Material PGS 6 EF,238,145,93,2023-12-28,O,219.37,52210.06
801,0,SKU-0012,Material Isaac 2 EM,243,61,182,2022-07-11,O,81.94,19911.42
801,1,SKU-0028,Material SAE 2 EF,264,308,0,2022-06-24,C,102.38,27028.32
801,2,SKU-0003,Material COC 5 EF,83,82,1,2022-06-04,O,110.57,9177.31
801,3,SKU-0029,Material SAE 1 EF,143,128,15,2022-06-13,O,22.34,3194.62
802,0,SKU-0013,Material SAE 1 EM,214,127,87,2025-07-11,O,25.86,5534.04
803,0,SKU-0025,Material NSE 2 EM,139,4,135,2025-12-02,O,116.95,16256.05
804,0,SKU-0060,Material COC 3 EM,112,52,60,2024-03-16,O,66.8,7481.6
804,1,SKU-0019,Material COC 7 EF,47,25,22,2024-03-13,O,211.58,9944.26
804,2,SKU-0031,Material SAE 7 EF,259,246,13,2024-04-05,O,287.75,74527.25
804,3,SKU-0027,Material COC 1 EF,255,95,160,2024-03-21,O,186.84,47644.2
805,0,SKU-0036,Material NSE 3 EF,129,33,96,2025-10-01,O,192.21,24795.09
806,0,SKU-0031,Material Isaac 1 EM,241,283,0,2024-05-26,C,206.56,49780.96
807,0,SKU-0055,Material NSE 6 EF,207,154,53,2022-05-19,O,194.47,40255.29
807,1,SKU-0008,Material PGS 3 EM,71,58,13,2022-05-23,O,138.29,9818.59
807,2,SKU-0045,Material COC 7 EF,31,18,13,2022-06-07,O,285.59,8853.29
807,3,SKU-0033,Material PGS 1 EM,24,16,8,2022-05-12,O,255.39,6129.36
807,4,SKU-0049,Material Isaac 1 EM,170,18,152,2022-05-20,O,238.03,40465.1
808,0,SKU-0057,Material COC 3 EF,205,94,111,2024-01-28,O,67.52,13841.6
808,1,SKU-0059,Material NSE 9 EF,182,115,67,2024-01-22,O,187.75,34170.5
808,2,SKU-0013,Material Isaac 3 EM,181,11,170,2024-01-16,O,179.17,32429.77
808,3,SKU-0053,Material Isaac 2 EF,123,95,28,2024-01-19,O,226.28,27832.44
809,0,SKU-0042,Material COC 4 EF,35,13,22,2025-08-21,O,252.8,8848.0
809,1,SKU-0022,Material Isaac 3 EM,280,185,95,2025-09-29,O,180.52,50545.6
810,0,SKU-0013,Material Isaac 4 EF,88,4,84,2022-07-05,O,62.69,5516.72
810,1,SKU-0035,Material NSE 2 EM,134,38,96,2022-06-20,O,82.81,11096.54
811,0,SKU-0040,Material NSE 8 EF,44,7,37,2023-07-01,O,195.41,8598.04
811,1,SKU-0030,Material NSE 3 EF,250,62,188,2023-07-20,O,250.64,62660.0
811,2,SKU-0035,Material COC 4 EF,234,119,115,2023-07-10,O,294.48,68908.32
812,0,SKU-0038,Material PGS 7 EF,13,11,2,2025-09-18,O,71.06,923.78
812,1,SKU-0033,Material PGS 6 EF,178,65,113,2025-10-13,O,92.86,16529.08
812,2,SKU-0002,Material PGS 9 EF,245,6,239,2025-09-25,O,63.46,15547.7
812,3,SKU-0052,Material NSE 1 EM,43,43,0,2025-10-05,C,198.07,8517.01
813,0,SKU-0038,Material NSE 2 EF,268,72,196,2024-02-16,O,68.49,18355.32
814,0,SKU-0060,Material COC 1 EM,116,117,0,2024-11-08,C,96.07,11144.12
815,0,SKU-0049,Material Isaac 3 EM,158,148,10,2023-08-16,O,173.92,27479.36
816,0,SKU-0001,Material PGS 5 EF,220,49,171,2023-06-11,O,195.18,42939.6
816,1,SKU-0056,Material COC 8 EF,183,72,111,2023-06-28,O,86.93,15908.19
816,2,SKU-0057,Material Isaac 3 EF,59,37,22,2023-06-20,O,179.71,10602.89
816,3,SKU-0051,Material PGS 2 EF,276,135,141,2023-07-28,O,279.28,77081.28
817,0,SKU-0004,Material NSE 3 EM,119,52,67,2024-10-19,O,96.44,11476.36
817,1,SKU-0015,Material COC 4 EF,279,58,221,2024-11-18,O,202.47,56489.13
817,2,SKU-0048,Material SAE 8 EF,269,250,19,2024-10-08,O,294.1,79112.9
817,3,SKU-0011,Material COC 7 EF,160,62,98,2024-11-07,O,135.06,21609.6
818,0,SKU-0057,Material NSE 4 EF,147,83,64,2023-04-07,O,120.83,17762.01
818,1,SKU-0034,Material Isaac 2 EF,279,220,59,2023-04-13,O,108.15,30173.85
818,2,SKU-0027,Material NSE 5 EF,220,198,22,2023-04-16,O,220.08,48417.6
819,0,SKU-0004,Material Isaac 1 EF,64,21,43,2024-04-28,O,274.98,17598.72
819,1,SKU-0034,Material SAE 2 EM,101,83,18,2024-03-22,O,283.17,28600.17
819,2,SKU-0059,Material Isaac 1 EF,71,70,1,2024-04-08,O,167.18,11869.78
819,3,SKU-0048,Material SAE 4 EF,58,2,56,2024-03-24,O,73.57,4267.06
820,0,SKU-0051,Material SAE 1 EF,213,130,83,2024-08-02,O,24.13,5139.69
820,1,SKU-0028,Material COC 2 EF,285,71,214,2024-08-09,O,87.85,25037.25
820,2,SKU-0029,Material Isaac 7 EF,214,97,117,2024-07-21,O,33.74,7220.36
821,0,SKU-0056,Material PGS 9 EF,102,81,21,2023-02-14,O,175.68,17919.36
821,1,SKU-0013,Material NSE 4 EF,245,139,106,2023-01-14,O,259.05,63467.25
821,2,SKU-0006,Material Isaac 2 EM,167,113,54,2023-02-26,O,32.8,5477.6
821,3,SKU-0012,Material NSE 3 EF,140,0,140,2023-02-19,O,175.33,24546.2
821,4,SKU-0054,Material NSE 3 EF,58,45,13,2023-01-15,O,215.23,12483.34
822,0,SKU-0018,Material SAE 5 EF,57,19,38,2023-06-26,O,85.54,4875.78
822,1,SKU-0010,Material SAE 1 EM,205,136,69,2023-06-19,O,184.84,37892.2
822,2,SKU-0002,Material Isaac 1 EM,221,148,73,2023-06-27,O,24.4,5392.4
823,0,SKU-0018,Material SAE 1 EF,224,186,38,2024-11-10,O,83.3,18659.2
823,1,SKU-0006,Material COC 2 EM,41,39,2,2024-10-26,O,45.0,1845.0
823,2,SKU-0025,Material Isaac 8 EF,32,28,4,2024-11-21,O,128.9,4124.8
823,3,SKU-0026,Material NSE 3 EM,12,1,11,2024-10-27,O,211.88,2542.56
824,0,SKU-0009,Material Isaac 1 EM,221,176,45,2022-11-13,O,208.83,46151.43
824,1,SKU-0059,Material Isaac 9 EF,277,271,6,2022-10-29,O,235.14,65133.78
824,2,SKU-0050,Material SAE 5 EF,64,50,14,2022-11-17,O,59.11,3783.04
825,0,SKU-0020,Material PGS 8 EF,38,28,10,2023-02-21,O,258.18,9810.84
825,1,SKU-0055,Material COC 2 EM,97,28,69,2023-04-02,O,179.8,17440.6
825,2,SKU-0001,Material SAE 1 EM,216,181,35,2023-03-21,O,40.83,8819.28
826,0,SKU-0040,Material Isaac 2 EF,66,20,46,2023-10-19,O,39.12,2581.92
826,1,SKU-0053,Material NSE 7 EF,234,205,29,2023-10-31,O,138.57,32425.38
826,2,SKU-0051,Material SAE 9 EF,134,34,100,2023-10-13,O,215.32,28852.88
827,0,SKU-0060,Material Isaac 5 EF,120,65,55,2023-10-31,O,223.46,26815.2
827,1,SKU-0053,Material COC 7 EF,256,187,69,2023-11-28,O,147.85,37849.6
827,2,SKU-0045,Material SAE 2 EF,172,88,84,2023-11-08,O,259.94,44709.68
827,3,SKU-0022,Material PGS 2 EF,229,99,130,2023-11-10,O,148.11,33917.19
827,4,SKU-0002,Material Isaac 9 EF,52,8,44,2023-10-17,O,282.42,14685.84
828,0,SKU-0037,Material PGS 8 EF,182,145,37,2025-10-21,O,234.26,42635.32
829,0,SKU-0056,Material SAE 3 EF,105,52,53,2025-08-01,O,121.23,12729.15
829,1,SKU-0046,Material COC 4 EF,186,20,166,2025-08-12,O,27.92,5193.12
829,2,SKU-0017,Material NSE 1 EF,187,155,32,2025-08-30,O,163.71,30613.77
829,3,SKU-0043,Material NSE 3 EM,274,258,16,2025-08-17,O,208.24,57057.76
829,4,SKU-0010,Material COC 1 EM,107,104,3,2025-08-06,O,77.16,8256.12
830,0,SKU-0008,Material Isaac 2 EF,263,111,152,2025-10-20,O,251.33,66099.79
830,1,SKU-0018,Material Isaac 1 EF,133,55,78,2025-10-12,O,178.23,23704.59
830,2,SKU-0054,Material NSE 2 EM,136,107,29,2025-11-03,O,175.16,23821.76
830,3,SKU-0028,Material SAE 3 EM,18,9,9,2025-10-14,O,265.18,4773.24
830,4,SKU-0003,Material NSE 1 EF,10,5,5,2025-11-09,O,173.51,1735.1
831,0,SKU-0048,Material NSE 1 EM,176,36,140,2025-01-29,O,276.78,48713.28
831,1,SKU-0005,Material NSE 1 EM,13,3,10,2025-01-11,O,189.3,2460.9
831,2,SKU-0057,Material SAE 9 EF,67,24,43,2025-02-04,O,166.07,11126.69
831,3,SKU-0027,Material Isaac 7 EF,286,68,218,2025-01-12,O,184.29,52706.94
831,4,SKU-0057,Material Isaac 8 EF,109,56,53,2025-01-28,O,290.69,31685.21
832,0,SKU-0037,Material SAE 2 EM,172,105,67,2023-01-31,O,278.42,47888.24
832,1,SKU-0018,Material NSE 2 EM,102,79,23,2022-12-23,O,120.1,12250.2
832,2,SKU-0041,Material SAE 2 EF,246,139,107,2023-02-01,O,44.62,10976.52
832,3,SKU-0053,Material PGS 1 EF,80,20,60,2023-02-05,O,144.5,11560.0
833,0,SKU-0022,Material Isaac 6 EF,29,25,4,2022-07-29,O,114.6,3323.4
833,1,SKU-0048,Material NSE 9 EF,230,75,155,2022-08-02,O,42.5,9775.0
833,2,SKU-0002,Material Isaac 4 EF,207,151,56,2022-08-13,O,123.04,25469.28
834,0,SKU-0029,Material SAE 3 EM,67,25,42,2025-08-03,O,149.16,9993.72
834,1,SKU-0018,Material NSE 2 EM,51,10,41,2025-07-02,O,48.35,2465.85
834,2,SKU-0048,Material COC 9 EF,285,108,177,2025-08-05,O,295.77,84294.45
834,3,SKU-0012,Material SAE 8 EF,48,19,29,2025-07-02,O,102.03,4897.44
834,4,SKU-0029,Material COC 4 EF,282,100,182,2025-08-20,O,120.16,33885.12
835,0,SKU-0043,Material NSE 1 EF,93,29,64,2024-02-26,O,33.28,3095.04
835,1,SKU-0033,Material SAE 4 EF,133,75,58,2024-03-02,O,131.1,17436.3
835,2,SKU-0039,Material SAE 5 EF,101,95,6,2024-02-14,O,262.28,26490.28
835,3,SKU-0046,Material COC 1 EF,208,26,182,2024-03-14,O,148.94,30979.52
836,0,SKU-0056,Material NSE 1 EM,299,293,6,2022-10-01,O,41.28,12342.72
836,1,SKU-0005,Material PGS 1 EF,266,142,124,2022-09-17,O,144.86,38532.76
836,2,SKU-0054,Material SAE 7 EF,200,192,8,2022-08-25,O,80.31,16062.0
836,3,SKU-0004,Material NSE 1 EF,93,88,5,2022-09-17,O,57.24,5323.32
837,0,SKU-0038,Material SAE 6 EF,279,309,0,2023-03-19,C,276.29,77084.91
837,1,SKU-0018,Material Isaac 6 EF,21,25,0,2023-03-19,C,91.91,1930.11
838,0,SKU-0058,Material COC 8 EF,205,10,195,2022-08-27,O,223.58,45833.9
838,1,SKU-0029,Material SAE 9 EF,200,47,153,2022-08-05,O,65.85,13170.0
838,2,SKU-0002,Material SAE 4 EF,300,287,13,2022-08-17,O,178.05,53415.0
838,3,SKU-0046,Material PGS 3 EM,245,293,0,2022-08-18,C,199.78,48946.1
839,0,SKU-0047,Material SAE 9 EF,243,171,72,2023-08-19,O,62.74,15245.82
840,0,SKU-0058,Material PGS 6 EF,108,18,90,2024-12-29,O,201.45,21756.6
840,1,SKU-0025,Material NSE 6 EF,225,156,69,2025-01-01,O,281.95,63438.75
840,2,SKU-0019,Material NSE 5 EF,114,35,79,2024-12-22,O,290.93,33166.02
840,3,SKU-0036,Material Isaac 8 EF,89,71,18,2025-01-22,O,162.32,14446.48
840,4,SKU-0028,Material SAE 9 EF,235,222,13,2025-01-24,O,281.89,66244.15
841,0,SKU-0050,Material NSE 3 EF,234,100,134,2023-03-30,O,122.67,28704.78
841,1,SKU-0035,Material COC 2 EM,151,145,6,2023-03-26,O,94.3,14239.3
841,2,SKU-0012,Material NSE 8 EF,296,46,250,2023-04-05,O,116.84,34584.64
842,0,SKU-0026,Material COC 5 EF,177,140,37,2024-09-25,O,154.55,27355.35
842,1,SKU-0029,Material SAE 8 EF,44,35,9,2024-09-26,O,206.24,9074.56
843,0,SKU-0002,Material COC 2 EF,110,84,26,2024-10-05,O,41.66,4582.6
843,1,SKU-0037,Material PGS 1 EF,278,91,187,2024-09-20,O,156.21,43426.38
843,2,SKU-0025,Material PGS 2 EM,219,129,90,2024-10-09,O,166.14,36384.66
843,3,SKU-0045,Material Isaac 2 EM,154,44,110,2024-08-20,O,112.54,17331.16
844,0,SKU-0053,Material Isaac 7 EF,250,75,175,2022-06-19,O,69.12,17280.0
844,1,SKU-0047,Material PGS 6 EF,117,52,65,2022-06-15,O,45.94,5374.98
844,2,SKU-0058,Material Isaac 2 EM,68,10,58,2022-06-02,O,37.83,2572.44
845,0,SKU-0040,Material Isaac 9 EF,276,256,20,2024-05-09,O,255.69,70570.44
845,1,SKU-0059,Material SAE 7 EF,230,109,121,2024-04-18,O,240.6,55338.0
846,0,SKU-0050,Material SAE 1 EM,37,6,31,2023-05-12,O,23.94,885.78
846,1,SKU-0058,Material SAE 6 EF,131,118,13,2023-04-13,O,49.96,6544.76
846,2,SKU-0017,Material PGS 6 EF,94,39,55,2023-04-15,O,226.63,21303.22
846,3,SKU-0046,Material PGS 9 EF,181,168,13,2023-05-28,O,188.31,34084.11
847,0,SKU-0009,Material Isaac 3 EF,110,14,96,2025-10-06,O,172.04,18924.4
847,1,SKU-0014,Material Isaac 9 EF,91,59,32,2025-10-27,O,54.81,4987.71
847,2,SKU-0034,Material Isaac 1 EF,35,5,30,2025-10-29,O,97.85,3424.75
847,3,SKU-0044,Material PGS 4 EF,283,161,122,2025-10-03,O,120.77,34177.91
848,0,SKU-0005,Material COC 3 EF,120,23,97,2023-11-17,O,267.37,32084.4
848,1,SKU-0038,Material SAE 1 EM,43,40,3,2023-11-18,O,136.45,5867.35
848,2,SKU-0018,Material PGS 1 EM,274,262,12,2023-12-14,O,22.78,6241.72
849,0,SKU-0049,Material SAE 7 EF,264,232,32,2025-04-10,O,162.93,43013.52
849,1,SKU-0041,Material COC 5 EF,82,82,0,2025-04-02,C,150.55,12345.1
849,2,SKU-0037,Material NSE 1 EM,163,156,7,2025-04-23,O,97.45,15884.35
849,3,SKU-0002,Material NSE 5 EF,24,12,12,2025-04-15,O,280.4,6729.6
849,4,SKU-0010,Material PGS 5 EF,249,249,0,2025-03-24,C,248.59,61898.91
850,0,SKU-0032,Material COC 5 EF,179,136,43,2025-11-02,O,185.27,33163.33
850,1,SKU-0047,Material NSE 2 EM,147,99,48,2025-10-12,O,42.99,6319.53
850,2,SKU-0030,Material SAE 1 EM,153,10,143,2025-11-03,O,285.12,43623.36
850,3,SKU-0044,Material Isaac 3 EF,135,11,124,2025-11-03,O,164.39,22192.65
851,0,SKU-0007,Material COC 2 EM,29,24,5,2022-08-07,O,115.55,3350.95
851,1,SKU-0003,Material SAE 5 EF,269,107,162,2022-08-27,O,162.7,43766.3
852,0,SKU-0001,Material NSE 8 EF,208,42,166,2023-01-18,O,156.8,32614.4
853,0,SKU-0014,Material COC 3 EF,253,157,96,2023-12-13,O,230.25,58253.25
853,1,SKU-0030,Material NSE 3 EM,230,246,0,2023-12-28,C,232.84,53553.2
853,2,SKU-0057,Material NSE 5 EF,156,109,47,2024-01-08,O,287.44,44840.64
853,3,SKU-0004,Material COC 3 EF,226,162,64,2023-12-24,O,41.74,9433.24
854,0,SKU-0046,Material PGS 8 EF,128,90,38,2022-03-19,O,87.96,11258.88
854,1,SKU-0012,Material Isaac 1 EM,130,91,39,2022-04-07,O,116.0,15080.0
855,0,SKU-0018,Material COC 2 EF,152,107,45,2024-03-08,O,61.59,9361.68
855,1,SKU-0024,Material NSE 9 EF,79,10,69,2024-02-12,O,119.6,9448.4
855,2,SKU-0031,Material NSE 2 EF,276,86,190,2024-03-18,O,77.68,21439.68
855,3,SKU-0027,Material PGS 1 EF,146,84,62,2024-03-03,O,25.81,3768.26
856,0,SKU-0046,Material SAE 5 EF,265,95,170,2023-11-29,O,91.02,24120.3
856,1,SKU-0015,Material Isaac 6 EF,250,154,96,2023-12-08,O,39.43,9857.5
856,2,SKU-0044,Material Isaac 3 EF,222,213,9,2023-12-11,O,79.05,17549.1
856,3,SKU-0052,Material PGS 4 EF,162,75,87,2023-11-30,O,188.39,30519.18
857,0,SKU-0014,Material Isaac 1 EF,153,135,18,2026-01-13,O,123.93,18961.29
857,1,SKU-0033,Material PGS 3 EF,17,11,6,2026-01-30,O,210.2,3573.4
857,2,SKU-0023,Material Isaac 3 EF,203,47,156,2026-02-08,O,244.81,49696.43
857,3,SKU-0008,Material Isaac 3 EF,261,79,182,2026-01-19,O,105.59,27558.99
857,4,SKU-0034,Material NSE 1 EF,130,112,18,2026-01-05,O,280.22,36428.6
858,0,SKU-0046,Material SAE 1 EM,137,106,31,2025-03-15,O,269.44,36913.28
858,1,SKU-0001,Material Isaac 1 EM,262,160,102,2025-03-05,O,218.92,57357.04
858,2,SKU-0043,Material COC 6 EF,217,209,8,2025-02-13,O,81.78,17746.26
858,3,SKU-0012,Material Isaac 2 EF,221,148,73,2025-02-17,O,240.7,53194.7
859,0,SKU-0056,Material COC 3 EF,270,22,248,2025-04-18,O,31.22,8429.4
860,0,SKU-0035,Material NSE 4 EF,38,8,30,2026-01-29,O,66.71,2534.98
860,1,SKU-0002,Material SAE 7 EF,193,12,181,2026-01-15,O,179.95,34730.35
861,0,SKU-0019,Material PGS 9 EF,46,7,39,2025-03-29,O,262.06,12054.76
861,1,SKU-0040,Material Isaac 2 EF,102,59,43,2025-04-20,O,271.14,27656.28
861,2,SKU-0021,Material Isaac 3 EM,259,22,237,2025-05-18,O,129.81,33620.79
861,3,SKU-0030,Material PGS 1 EF,216,161,55,2025-05-14,O,160.74,34719.84
862,0,SKU-0016,Material SAE 1 EF,248,50,198,2023-05-07,O,138.92,34452.16
862,1,SKU-0013,Material COC 3 EM,88,43,45,2023-04-30,O,130.3,11466.4
863,0,SKU-0018,Material Isaac 2 EM,41,22,19,2024-08-05,O,256.41,10512.81
863,1,SKU-0048,Material SAE 7 EF,228,65,163,2024-09-14,O,234.64,53497.92
863,2,SKU-0050,Material SAE 7 EF,163,106,57,2024-08-20,O,150.71,24565.73
863,3,SKU-0001,Material Isaac 3 EM,71,64,7,2024-08-15,O,22.34,1586.14
864,0,SKU-0033,Material SAE 8 EF,118,56,62,2023-11-22,O,73.58,8682.44
865,0,SKU-0013,Material COC 3 EF,18,7,11,2025-09-12,O,247.28,4451.04
866,0,SKU-0050,Material COC 2 EM,287,114,173,2024-08-22,O,139.7,40093.9
866,1,SKU-0022,Material Isaac 2 EF,82,26,56,2024-09-07,O,85.89,7042.98
866,2,SKU-0030,Material NSE 7 EF,185,120,65,2024-08-23,O,133.36,24671.6
867,0,SKU-0057,Material SAE 1 EM,50,41,9,2023-08-12,O,30.01,1500.5
867,1,SKU-0011,Material SAE 8 EF,54,7,47,2023-09-11,O,271.22,14645.88
867,2,SKU-0037,Material Isaac 5 EF,132,52,80,2023-08-28,O,162.3,21423.6
867,3,SKU-0059,Material COC 2 EF,38,37,1,2023-09-19,O,209.03,7943.14
868,0,SKU-0002,Material NSE 8 EF,187,173,14,2025-02-25,O,33.4,6245.8
868,1,SKU-0045,Material COC 2 EF,199,86,113,2025-02-21,O,111.98,22284.02
868,2,SKU-0009,Material COC 8 EF,270,114,156,2025-03-11,O,222.89,60180.3
869,0,SKU-0041,Material SAE 1 EF,285,131,154,2025-05-14,O,170.08,48472.8
870,0,SKU-0046,Material SAE 2 EF,111,11,100,2024-10-13,O,161.83,17963.13
871,0,SKU-0048,Material SAE 6 EF,168,57,111,2024-08-22,O,286.31,48100.08
871,1,SKU-0054,Material PGS 2 EM,242,120,122,2024-09-09,O,89.89,21753.38
871,2,SKU-0003,Material SAE 5 EF,29,13,16,2024-09-04,O,73.93,2143.97
871,3,SKU-0006,Material Isaac 9 EF,299,94,205,2024-09-11,O,181.73,54337.27
