DocEntry,DocNum,CardCode,BaseEntry,DocDate,DocStatus,Cancelled,CreateDate
979,979,C00154,1164,2024-06-27,C,N,2024-06-27
980,980,C00093,1719,2025-02-27,C,N,2025-02-27
981,981,C00268,150,2025-09-09,O,N,2025-09-09
982,982,C00030,300,2023-06-24,C,N,2023-06-24
983,983,C00073,1632,2024-11-10,O,N,2024-11-10
984,984,C00134,1119,2026-01-22,C,N,2026-01-22
985,985,C00234,999,2022-02-26,C,N,2022-02-26
986,986,C00120,599,2024-10-31,O,N,2024-10-31
987,987,C00224,1057,2022-03-19,O,N,2022-03-19
988,988,C00086,705,2024-08-20,O,N,2024-08-20
989,989,C00112,670,2025-07-13,C,N,2025-07-13
990,990,C00226,699,2022-07-30,C,N,2022-07-30
991,991,C00038,1577,2025-10-20,C,N,2025-10-20
992,992,C00242,1381,2024-09-01,C,N,2024-09-01
993,993,C00053,86,2024-02-06,C,N,2024-02-06
994,994,C00119,559,2025-06-08,C,N,2025-06-08
995,995,C00234,1006,2025-03-31,O,N,2025-03-31
996,996,C00213,965,2025-11-10,O,N,2025-11-10
997,997,C00194,441,2023-07-22,C,N,2023-07-22
998,998,C00143,1746,2023-07-20,C,N,2023-07-20
999,999,C00006,923,2025-07-22,C,N,2025-07-22
1000,1000,C00025,474,2023-04-06,O,N,2023-04-06
1001,1001,C00132,1668,2025-08-07,C,N,2025-08-07
1002,1002,C00162,384,2025-03-24,C,N,2025-03-24
1003,1003,C00264,518,2023-11-25,C,N,2023-11-25
1004,1004,C00186,1751,2025-08-31,C,N,2025-08-31
1005,1005,C00107,1108,2025-07-04,C,N,2025-07-04
1006,1006,C00165,996,2023-09-10,O,N,2023-09-10
1007,1007,C00047,1404,2024-07-29,C,N,2024-07-29
1008,1008,C00005,1689,2022-10-30,C,N,2022-10-30
1009,1009,C00055,641,2024-03-04,C,N,2024-03-04
1010,1010,C00228,319,2023-02-04,C,N,2023-02-04
1011,1011,C00222,1209,2024-05-24,C,N,2024-05-24
1012,1012,C00182,1084,2022-08-26,C,N,2022-08-26
1013,1013,C00156,743,2022-07-08,O,N,2022-07-08
1014,1014,C00139,1728,2023-12-25,C,N,2023-12-25
1015,1015,C00036,944,2023-10-16,O,N,2023-10-16
1016,1016,C00036,1215,2022-08-15,C,N,2022-08-15
1017,1017,C00030,1695,2025-12-03,C,N,2025-12-03
1018,1018,C00026,509,2025-12-10,C,N,2025-12-10
1019,1019,C00167,890,2025-05-30,C,N,2025-05-30
1020,1020,C00108,226,2022-05-11,C,N,2022-05-11
1021,1021,C00149,956,2023-04-12,C,N,2023-04-12
1022,1022,C00010,1717,2023-02-03,C,N,2023-02-03
1023,1023,C00072,1760,2023-10-29,C,N,2023-10-29
1024,1024,C00148,1700,2024-08-16,C,Y,2024-08-16
1025,1025,C00085,1231,2023-05-08,C,N,2023-05-08
1026,1026,C00126,1667,2025-01-13,C,N,2025-01-13
1027,1027,C00263,1087,2025-11-03,C,N,2025-11-03
1028,1028,C00198,479,2025-01-20,C,N,2025-01-20
1029,1029,C00026,43,2023-05-05,O,N,2023-05-05
1030,1030,C00222,124,2024-11-05,C,N,2024-11-05
1031,1031,C00005,1661,2022-04-08,C,N,2022-04-08
1032,1032,C00075,233,2024-04-10,C,N,2024-04-10
1033,1033,C00121,172,2022-07-12,C,N,2022-07-12
1034,1034,C00162,990,2025-10-23,C,N,2025-10-23
1035,1035,C00017,1432,2024-10-03,O,N,2024-10-03
1036,1036,C00038,1109,2025-12-25,C,N,2025-12-25
1037,1037,C00221,212,2025-10-07,C,N,2025-10-07
1038,1038,C00019,1615,2024-03-20,O,N,2024-03-20
1039,1039,C00119,473,2024-01-14,C,N,2024-01-14
1040,1040,C00092,1618,2026-02-18,C,N,2026-02-18
1041,1041,C00216,317,2023-02-02,O,N,2023-02-02
1042,1042,C00268,689,2023-06-25,C,N,2023-06-25
1043,1043,C00031,516,2025-02-02,C,N,2025-02-02
1044,1044,C00149,871,2024-09-12,C,N,2024-09-12
1045,1045,C00133,267,2025-08-14,C,N,2025-08-14
1046,1046,C00055,1064,2023-12-02,O,N,2023-12-02
1047,1047,C00017,95,2022-11-28,C,N,2022-11-28
1048,1048,C00060,1263,2022-09-25,C,N,2022-09-25
1049,1049,C00111,775,2023-05-25,O,N,2023-05-25
1050,1050,C00150,1438,2024-09-26,C,N,2024-09-26
1051,1051,C00070,795,2024-05-06,C,N,2024-05-06
1052,1052,C00020,682,2022-08-01,C,N,2022-08-01
1053,1053,C00045,483,2025-10-12,O,N,2025-10-12
1054,1054,C00117,1431,2022-03-25,C,N,2022-03-25
1055,1055,C00075,1040,2022-07-08,C,N,2022-07-08
1056,1056,C00189,1195,2023-08-13,C,N,2023-08-13
1057,1057,C00142,803,2025-09-13,C,N,2025-09-13
1058,1058,C00193,68,2025-09-19,C,N,2025-09-19
1059,1059,C00111,949,2022-05-10,O,N,2022-05-10
1060,1060,C00084,108,2022-03-19,C,N,2022-03-19
1061,1061,C00113,745,2022-06-13,C,N,2022-06-13
1062,1062,C00142,436,2025-06-16,C,N,2025-06-16
1063,1063,C00059,1216,2024-10-25,C,N,2024-10-25
1064,1064,C00235,374,2023-12-05,C,N,2023-12-05
1065,1065,C00117,1177,2023-07-14,O,N,2023-07-14
1066,1066,C00240,1692,2024-01-11,O,N,2024-01-11
1067,1067,C00040,153,2025-09-01,C,N,2025-09-01
1068,1068,C00056,96,2023-05-07,C,N,2023-05-07
1069,1069,C00255,768,2024-04-20,C,N,2024-04-20
1070,1070,C00061,1480,2023-08-28,C,N,2023-08-28
1071,1071,C00029,706,2025-11-04,C,N,2025-11-04
1072,1072,C00209,399,2025-05-17,C,N,2025-05-17
1073,1073,C00006,874,2024-03-16,C,N,2024-03-16
1074,1074,C00199,959,2024-03-18,C,N,2024-03-18
1075,1075,C00180,444,2025-10-20,O,N,2025-10-20
1076,1076,C00200,272,2025-04-01,C,N,2025-04-01
1077,1077,C00148,691,2023-02-07,C,N,2023-02-07
1078,1078,C00094,668,2022-09-16,C,N,2022-09-16
1079,1079,C00066,1210,2023-01-28,O,N,2023-01-28
1080,1080,C00118,760,2025-08-31,C,N,2025-08-31
1081,1081,C00169,1473,2023-08-15,C,N,2023-08-15
1082,1082,C00151,30,2025-05-20,O,N,2025-05-20
1083,1083,C00190,1196,2022-03-07,C,N,2022-03-07
1084,1084,C00028,1637,2023-11-01,C,N,2023-11-01
1085,1085,C00242,916,2025-08-04,C,N,2025-08-04
1086,1086,C00012,1663,2023-09-23,O,N,2023-09-23
1087,1087,C00209,824,2022-10-10,C,N,2022-10-10
1088,1088,C00197,69,2024-07-14,C,N,2024-07-14
1089,1089,C00132,213,2022-05-02,C,N,2022-05-02
1090,1090,C00219,1278,2022-08-25,O,N,2022-08-25
1091,1091,C00186,892,2023-02-02,C,N,2023-02-02
1092,1092,C00128,1726,2024-03-25,C,N,2024-03-25
1093,1093,C00237,1029,2025-04-21,O,N,2025-04-21
1094,1094,C00109,1735,2022-09-29,C,N,2022-09-29
1095,1095,C00215,1731,2025-12-16,C,N,2025-12-16
1096,1096,C00176,704,2023-07-18,C,N,2023-07-18
1097,1097,C00176,692,2022-03-29,C,N,2022-03-29
1098,1098,C00119,945,2022-10-24,C,N,2022-10-24
1099,1099,C00167,1457,2023-08-06,C,N,2023-08-06
1100,1100,C00177,199,2025-06-30,C,N,2025-06-30
1101,1101,C00148,708,2022-04-06,C,N,2022-04-06
1102,1102,C00183,1072,2025-04-18,C,N,2025-04-18
1103,1103,C00224,449,2025-11-07,C,N,2025-11-07
1104,1104,C00204,18,2023-02-03,C,N,2023-02-03
1105,1105,C00094,933,2025-11-18,C,N,2025-11-18
1106,1106,C00032,1274,2024-05-30,C,N,2024-05-30
1107,1107,C00128,889,2024-10-30,C,N,2024-10-30
1108,1108,C00227,1174,2024-09-17,C,N,2024-09-17
1109,1109,C00002,3,2025-08-12,C,N,2025-08-12
1110,1110,C00080,1150,2022-10-14,C,N,2022-10-14
1111,1111,C00090,684,2024-03-25,C,N,2024-03-25
1112,1112,C00128,397,2023-01-20,C,N,2023-01-20
1113,1113,C00242,615,2024-08-21,O,N,2024-08-21
1114,1114,C00173,1698,2023-10-20,O,N,2023-10-20
1115,1115,C00043,1385,2025-07-14,C,N,2025-07-14
1116,1116,C00238,450,2022-02-16,O,N,2022-02-16
1117,1117,C00169,1598,2022-12-30,O,N,2022-12-30
1118,1118,C00219,1083,2024-01-20,O,N,2024-01-20
1119,1119,C00083,1165,2023-12-31,C,N,2023-12-31
1120,1120,C00245,675,2023-05-02,C,N,2023-05-02
1121,1121,C00005,47,2024-07-25,O,N,2024-07-25
1122,1122,C00218,424,2025-11-12,C,N,2025-11-12
1123,1123,C00159,25,2024-01-18,O,N,2024-01-18
1124,1124,C00022,1352,2026-01-09,C,N,2026-01-09
1125,1125,C00206,697,2024-06-11,C,N,2024-06-11
1126,1126,C00108,257,2025-04-05,C,N,2025-04-05
1127,1127,C00240,826,2023-10-20,C,N,2023-10-20
1128,1128,C00057,1645,2023-12-10,C,N,2023-12-10
1129,1129,C00129,1097,2023-08-25,O,N,2023-08-25
1130,1130,C00230,179,2022-09-24,O,N,2022-09-24
1131,1131,C00048,232,2025-09-05,C,N,2025-09-05
1132,1132,C00080,1530,2024-07-13,C,N,2024-07-13
1133,1133,C00015,276,2024-07-17,C,N,2024-07-17
1134,1134,C00060,389,2023-01-20,O,N,2023-01-20
1135,1135,C00141,335,2024-12-24,O,N,2024-12-24
1136,1136,C00125,614,2025-03-02,C,N,2025-03-02
1137,1137,C00120,1208,2024-09-06,C,N,2024-09-06
1138,1138,C00236,1579,2022-04-26,O,N,2022-04-26
1139,1139,C00030,1314,2025-06-21,O,N,2025-06-21
1140,1140,C00006,855,2024-01-30,C,N,2024-01-30
1141,1141,C00257,1503,2024-07-23,C,N,2024-07-23
1142,1142,C00123,1217,2023-08-04,C,N,2023-08-04
1143,1143,C00081,368,2024-02-02,C,N,2024-02-02
1144,1144,C00095,434,2023-12-20,C,N,2023-12-20
1145,1145,C00077,1280,2024-05-09,C,N,2024-05-09
1146,1146,C00195,982,2022-10-09,C,N,2022-10-09
1147,1147,C00106,425,2024-04-02,C,N,2024-04-02
1148,1148,C00186,886,2025-01-04,O,N,2025-01-04
1149,1149,C00079,342,2025-09-01,O,N,2025-09-01
1150,1150,C00122,1015,2022-08-16,O,N,2022-08-16
1151,1151,C00209,189,2023-04-12,C,N,2023-04-12
1152,1152,C00079,1100,2025-02-23,O,N,2025-02-23
1153,1153,C00110,430,2024-09-10,O,N,2024-09-10
1154,1154,C00259,1745,2024-06-13,O,N,2024-06-13
1155,1155,C00175,1596,2025-05-31,O,N,2025-05-31
1156,1156,C00139,1387,2023-04-02,C,N,2023-04-02
1157,1157,C00191,1567,2022-10-16,C,N,2022-10-16
1158,1158,C00266,1079,2023-06-01,C,N,2023-06-01
1159,1159,C00244,417,2024-05-27,C,N,2024-05-27
1160,1160,C00028,1460,2025-10-06,C,N,2025-10-06
1161,1161,C00107,772,2024-12-22,C,N,2024-12-22
1162,1162,C00086,251,2022-10-23,C,N,2022-10-23
1163,1163,C00177,943,2023-12-24,C,N,2023-12-24
1164,1164,C00059,653,2024-04-20,C,N,2024-04-20
1165,1165,C00016,306,2023-09-13,O,N,2023-09-13
1166,1166,C00210,1270,2022-11-21,C,N,2022-11-21
1167,1167,C00004,1600,2023-05-08,C,N,2023-05-08
1168,1168,C00093,463,2025-11-13,C,N,2025-11-13
1169,1169,C00063,55,2024-03-16,C,N,2024-03-16
1170,1170,C00200,415,2025-04-15,C,N,2025-04-15
1171,1171,C00065,1609,2023-07-23,C,N,2023-07-23
1172,1172,C00228,495,2023-04-19,O,N,2023-04-19
1173,1173,C00070,208,2025-12-30,C,N,2025-12-30
1174,1174,C00227,1430,2025-03-16,C,N,2025-03-16
1175,1175,C00218,629,2025-03-19,C,N,2025-03-19
1176,1176,C00199,1508,2025-01-05,C,N,2025-01-05
1177,1177,C00018,106,2025-03-22,C,N,2025-03-22
1178,1178,C00194,387,2022-06-02,O,N,2022-06-02
1179,1179,C00209,1060,2023-04-01,C,N,2023-04-01
1180,1180,C00022,845,2024-04-22,C,N,2024-04-22
1181,1181,C00187,1449,2023-10-02,O,N,2023-10-02
1182,1182,C00012,770,2022-08-16,C,Y,2022-08-16
1183,1183,C00262,1626,2023-06-03,C,N,2023-06-03
1184,1184,C00161,448,2022-12-10,C,Y,2022-12-10
1185,1185,C00097,1248,2022-02-18,C,N,2022-02-18
1186,1186,C00209,877,2025-05-08,C,N,2025-05-08
1187,1187,C00207,1327,2025-04-28,O,N,2025-04-28
1188,1188,C00216,1424,2022-05-11,C,N,2022-05-11
1189,1189,C00081,1718,2022-10-05,C,N,2022-10-05
1190,1190,C00205,671,2025-07-12,C,N,2025-07-12
1191,1191,C00224,1026,2023-11-18,C,N,2023-11-18
1192,1192,C00062,170,2023-03-15,C,N,2023-03-15
1193,1193,C00030,655,2022-07-25,C,N,2022-07-25
1194,1194,C00196,187,2023-12-20,C,N,2023-12-20
1195,1195,C00161,1329,2025-02-27,C,N,2025-02-27
1196,1196,C00046,1205,2022-05-10,C,N,2022-05-10
1197,1197,C00057,1045,2024-12-03,C,N,2024-12-03
1198,1198,C00020,613,2022-08-28,C,N,2022-08-28
1199,1199,C00243,83,2023-12-19,O,N,2023-12-19
1200,1200,C00131,357,2023-03-28,O,N,2023-03-28
1201,1201,C00135,1013,2025-05-17,C,N,2025-05-17
1202,1202,C00122,910,2024-01-16,C,Y,2024-01-16
1203,1203,C00015,331,2025-03-15,C,N,2025-03-15
1204,1204,C00211,1588,2023-02-23,C,N,2023-02-23
1205,1205,C00186,774,2025-06-02,C,N,2025-06-02
1206,1206,C00119,386,2025-04-27,O,N,2025-04-27
1207,1207,C00245,715,2023-04-16,C,N,2023-04-16
1208,1208,C00038,610,2023-10-26,O,N,2023-10-26
1209,1209,C00176,837,2023-02-16,C,N,2023-02-16
1210,1210,C00208,522,2025-02-02,C,N,2025-02-02
1211,1211,C00136,835,2024-03-06,O,N,2024-03-06
1212,1212,C00028,392,2023-07-08,C,N,2023-07-08
1213,1213,C00202,398,2024-01-02,C,N,2024-01-02
1214,1214,C00107,550,2025-11-04,C,N,2025-11-04
1215,1215,C00218,1641,2025-09-21,C,N,2025-09-21
1216,1216,C00079,1528,2022-11-23,C,N,2022-11-23
1217,1217,C00159,9,2023-06-27,O,N,2023-06-27
1218,1218,C00223,1276,2024-04-25,C,N,2024-04-25
1219,1219,C00080,748,2022-07-28,C,N,2022-07-28
1220,1220,C00171,1628,2023-01-28,C,N,2023-01-28
1221,1221,C00174,762,2025-02-26,C,N,2025-02-26
1222,1222,C00060,1076,2025-06-17,C,N,2025-06-17
1223,1223,C00137,754,2025-12-08,C,N,2025-12-08
1224,1224,C00262,290,2024-12-15,O,N,2024-12-15
1225,1225,C00198,497,2024-07-23,C,N,2024-07-23
1226,1226,C00142,225,2023-06-10,C,N,2023-06-10
1227,1227,C00174,1725,2022-05-06,O,N,2022-05-06
1228,1228,C00042,858,2025-01-30,C,N,2025-01-30
1229,1229,C00064,1606,2023-11-22,C,N,2023-11-22
1230,1230,C00014,1160,2025-01-07,C,N,2025-01-07
1231,1231,C00119,932,2023-08-23,C,Y,2023-08-23
1232,1232,C00242,1646,2022-12-26,C,N,2022-12-26
1233,1233,C00195,432,2023-01-18,O,N,2023-01-18
1234,1234,C00174,1175,2024-02-25,C,N,2024-02-25
1235,1235,C00193,736,2023-05-29,C,N,2023-05-29
1236,1236,C00222,1439,2022-11-13,C,N,2022-11-13
1237,1237,C00126,794,2024-11-18,C,N,2024-11-18
1238,1238,C00267,570,2024-07-31,O,N,2024-07-31
1239,1239,C00124,372,2022-06-04,C,Y,2022-06-04
1240,1240,C00035,1342,2022-10-22,C,N,2022-10-22
1241,1241,C00155,740,2024-02-18,O,N,2024-02-18
1242,1242,C00013,1033,2023-12-05,C,N,2023-12-05
1243,1243,C00231,1566,2025-07-15,C,N,2025-07-15
1244,1244,C00234,761,2022-04-24,O,N,2022-04-24
1245,1245,C00005,536,2022-12-02,O,N,2022-12-02
1246,1246,C00159,551,2025-05-03,C,N,2025-05-03
1247,1247,C00211,1450,2024-08-24,C,N,2024-08-24
1248,1248,C00030,1089,2025-10-16,C,N,2025-10-16
1249,1249,C00189,1518,2025-07-22,C,N,2025-07-22
1250,1250,C00105,1271,2025-10-10,C,N,2025-10-10
1251,1251,C00170,1250,2026-01-08,C,N,2026-01-08
1252,1252,C00049,1448,2025-03-21,C,N,2025-03-21
1253,1253,C00023,815,2023-08-18,C,N,2023-08-18
1254,1254,C00200,238,2023-06-30,C,N,2023-06-30
1255,1255,C00124,590,2024-09-16,O,N,2024-09-16
1256,1256,C00177,814,2024-10-16,C,Y,2024-10-16
1257,1257,C00231,291,2022-06-21,C,Y,2022-06-21
1258,1258,C00029,1034,2024-04-08,C,N,2024-04-08
1259,1259,C00110,825,2023-02-07,C,N,2023-02-07
1260,1260,C00215,1664,2022-09-29,C,N,2022-09-29
1261,1261,C00119,1757,2023-10-03,C,N,2023-10-03
1262,1262,C00245,870,2024-10-12,C,N,2024-10-12
1263,1263,C00081,1322,2024-11-29,C,N,2024-11-29
1264,1264,C00061,7,2023-07-11,C,N,2023-07-11
1265,1265,C00164,818,2023-04-24,C,N,2023-04-24
1266,1266,C00043,856,2023-11-21,O,N,2023-11-21
1267,1267,C00132,608,2025-09-24,C,N,2025-09-24
1268,1268,C00116,739,2022-07-24,O,N,2022-07-24
1269,1269,C00219,1117,2023-08-07,C,N,2023-08-07
1270,1270,C00144,313,2023-11-14,C,N,2023-11-14
1271,1271,C00128,926,2022-02-25,O,N,2022-02-25
1272,1272,C00218,1531,2023-01-23,O,N,2023-01-23
1273,1273,C00027,1603,2026-01-22,C,N,2026-01-22
1274,1274,C00145,1783,2023-12-17,C,N,2023-12-17
1275,1275,C00057,1756,2024-04-12,O,N,2024-04-12
1276,1276,C00090,20,2025-07-27,C,N,2025-07-27
1277,1277,C00020,1570,2025-03-12,C,N,2025-03-12
1278,1278,C00004,171,2023-02-03,C,N,2023-02-03
1279,1279,C00172,1422,2025-11-07,O,N,2025-11-07
1280,1280,C00028,1192,2022-08-03,O,N,2022-08-03
1281,1281,C00227,1795,2024-02-29,C,N,2024-02-29
1282,1282,C00127,1790,2022-10-05,C,N,2022-10-05
1283,1283,C00026,787,2024-11-20,C,N,2024-11-20
1284,1284,C00185,1368,2023-06-02,C,N,2023-06-02
1285,1285,C00190,747,2022-06-09,C,N,2022-06-09
1286,1286,C00260,1253,2025-10-09,C,N,2025-10-09
1287,1287,C00219,538,2025-12-13,C,Y,2025-12-13
1288,1288,C00182,719,2024-08-25,C,N,2024-08-25
1289,1289,C00065,78,2024-11-23,C,N,2024-11-23
1290,1290,C00203,1055,2024-06-25,C,N,2024-06-25
1291,1291,C00022,309,2024-03-11,C,N,2024-03-11
1292,1292,C00086,99,2023-04-03,O,N,2023-04-03
1293,1293,C00248,1176,2024-07-11,C,N,2024-07-11
1294,1294,C00266,50,2022-12-26,C,N,2022-12-26
1295,1295,C00138,920,2025-08-10,O,N,2025-08-10
1296,1296,C00036,461,2023-04-05,O,N,2023-04-05
1297,1297,C00265,1755,2024-11-13,C,N,2024-11-13
1298,1298,C00048,1506,2023-12-16,O,N,2023-12-16
1299,1299,C00046,1505,2025-07-28,C,N,2025-07-28
1300,1300,C00036,960,2023-11-29,C,N,2023-11-29
1301,1301,C00221,961,2024-02-20,C,N,2024-02-20
1302,1302,C00031,1346,2024-10-14,C,N,2024-10-14
1303,1303,C00196,1674,2024-09-24,C,N,2024-09-24
1304,1304,C00065,452,2025-01-01,C,N,2025-01-01
1305,1305,C00104,400,2026-01-24,C,N,2026-01-24
1306,1306,C00258,1479,2023-08-17,C,N,2023-08-17
1307,1307,C00268,1266,2025-10-03,C,N,2025-10-03
1308,1308,C00219,1452,2025-01-15,C,N,2025-01-15
1309,1309,C00085,355,2025-03-20,C,N,2025-03-20
1310,1310,C00230,700,2024-02-17,C,N,2024-02-17
1311,1311,C00212,101,2022-04-04,C,N,2022-04-04
1312,1312,C00155,241,2025-02-22,O,N,2025-02-22
1313,1313,C00070,1340,2023-04-13,C,N,2023-04-13
1314,1314,C00077,777,2025-11-03,O,N,2025-11-03
1315,1315,C00015,1058,2024-11-10,C,N,2024-11-10
1316,1316,C00148,885,2022-09-24,C,N,2022-09-24
1317,1317,C00126,63,2023-05-20,C,N,2023-05-20
1318,1318,C00128,853,2023-12-25,O,N,2023-12-25
1319,1319,C00199,239,2022-11-08,O,N,2022-11-08
1320,1320,C00200,846,2023-05-15,C,N,2023-05-15
1321,1321,C00208,379,2022-10-01,C,N,2022-10-01
1322,1322,C00199,1428,2025-08-11,C,N,2025-08-11
1323,1323,C00029,1383,2025-11-17,C,N,2025-11-17
1324,1324,C00136,866,2024-07-30,C,N,2024-07-30
1325,1325,C00074,1694,2022-08-19,C,N,2022-08-19
1326,1326,C00140,11,2024-06-16,C,N,2024-06-16
1327,1327,C00141,1027,2025-10-09,O,N,2025-10-09
1328,1328,C00114,934,2024-12-04,C,N,2024-12-04
1329,1329,C00223,636,2022-04-17,C,N,2022-04-17
1330,1330,C00265,1147,2023-12-04,O,N,2023-12-04
1331,1331,C00036,911,2024-09-09,O,N,2024-09-09
1332,1332,C00198,784,2023-11-17,C,N,2023-11-17
1333,1333,C00108,472,2022-09-08,C,N,2022-09-08
1334,1334,C00131,791,2025-08-15,C,N,2025-08-15
1335,1335,C00073,1437,2025-02-14,C,N,2025-02-14
1336,1336,C00262,801,2022-06-02,C,N,2022-06-02
1337,1337,C00146,390,2024-11-23,C,N,2024-11-23
1338,1338,C00076,1736,2023-06-21,C,N,2023-06-21
1339,1339,C00260,535,2025-09-06,C,N,2025-09-06
1340,1340,C00025,938,2022-04-06,O,N,2022-04-06
1341,1341,C00005,1149,2022-05-08,O,N,2022-05-08
1342,1342,C00144,1291,2022-07-13,C,N,2022-07-13
1343,1343,C00198,1294,2023-09-18,C,N,2023-09-18
1344,1344,C00062,1268,2023-12-11,C,N,2023-12-11
1345,1345,C00258,798,2022-07-15,C,N,2022-07-15
1346,1346,C00207,456,2023-12-10,C,N,2023-12-10
1347,1347,C00208,914,2023-11-15,O,N,2023-11-15
1348,1348,C00052,264,2024-06-09,C,N,2024-06-09
1349,1349,C00011,1525,2026-01-19,C,N,2026-01-19
1350,1350,C00007,634,2023-09-25,C,N,2023-09-25
1351,1351,C00088,1129,2022-06-04,C,N,2022-06-04
1352,1352,C00059,1293,2024-03-07,C,N,2024-03-07
1353,1353,C00014,414,2023-12-22,C,N,2023-12-22
1354,1354,C00217,269,2023-01-31,C,N,2023-01-31
1355,1355,C00138,828,2025-10-28,C,N,2025-10-28
1356,1356,C00186,1203,2022-08-23,O,N,2022-08-23
1357,1357,C00011,1485,2023-01-02,C,N,2023-01-02
1358,1358,C00245,263,2022-08-19,C,N,2022-08-19
1359,1359,C00078,1733,2023-09-15,O,N,2023-09-15
1360,1360,C00149,591,2025-06-19,O,N,2025-06-19
1361,1361,C00237,119,2022-11-08,C,N,2022-11-08
1362,1362,C00240,1298,2025-11-20,O,N,2025-11-20
1363,1363,C00093,702,2024-02-07,C,N,2024-02-07
1364,1364,C00139,1279,2022-04-30,C,N,2022-04-30
1365,1365,C00212,1502,2025-09-05,O,N,2025-09-05
1366,1366,C00189,1682,2025-07-02,C,N,2025-07-02
1367,1367,C00170,616,2025-08-06,C,N,2025-08-06
1368,1368,C00215,17,2025-08-01,C,N,2025-08-01
1369,1369,C00045,1243,2022-12-02,C,N,2022-12-02
1370,1370,C00254,537,2023-12-28,C,N,2023-12-28
1371,1371,C00165,619,2022-10-18,C,N,2022-10-18
1372,1372,C00185,1126,2023-07-16,C,N,2023-07-16
1373,1373,C00011,1621,2023-07-31,O,N,2023-07-31
1374,1374,C00117,882,2023-12-16,C,N,2023-12-16
1375,1375,C00100,382,2023-11-23,C,N,2023-11-23
1376,1376,C00020,1262,2023-07-29,O,N,2023-07-29
1377,1377,C00158,1586,2025-07-13,C,N,2025-07-13
1378,1378,C00098,230,2022-04-01,O,N,2022-04-01
1379,1379,C00138,991,2024-08-08,O,N,2024-08-08
1380,1380,C00258,435,2023-09-17,C,N,2023-09-17
1381,1381,C00152,967,2022-05-03,C,N,2022-05-03
1382,1382,C00072,1509,2025-09-30,C,N,2025-09-30
1383,1383,C00112,138,2022-02-05,C,N,2022-02-05
1384,1384,C00127,1408,2023-03-19,O,N,2023-03-19
1385,1385,C00057,597,2023-10-03,C,N,2023-10-03
1386,1386,C00132,82,2023-10-31,C,N,2023-10-31
1387,1387,C00246,1649,2025-07-02,C,N,2025-07-02
1388,1388,C00220,707,2023-11-08,C,N,2023-11-08
1389,1389,C00196,644,2023-04-11,C,N,2023-04-11
1390,1390,C00155,166,2025-12-17,C,N,2025-12-17
1391,1391,C00173,66,2024-07-14,C,N,2024-07-14
1392,1392,C00089,612,2023-04-02,C,N,2023-04-02
1393,1393,C00080,1399,2025-08-30,C,N,2025-08-30
1394,1394,C00027,178,2025-03-20,C,N,2025-03-20
1395,1395,C00166,1113,2024-06-26,C,N,2024-06-26
1396,1396,C00202,110,2022-11-13,C,N,2022-11-13
1397,1397,C00059,1585,2025-07-14,C,N,2025-07-14
1398,1398,C00010,279,2024-03-20,C,N,2024-03-20
1399,1399,C00154,260,2024-06-02,C,Y,2024-06-02
1400,1400,C00066,1394,2022-05-19,C,N,2022-05-19
1401,1401,C00008,1043,2023-06-30,C,N,2023-06-30
1402,1402,C00211,946,2025-02-15,C,N,2025-02-15
1403,1403,C00181,1398,2024-08-05,O,N,2024-08-05
1404,1404,C00204,90,2022-03-10,C,N,2022-03-10
1405,1405,C00091,1436,2026-01-15,C,N,2026-01-15
1406,1406,C00159,427,2022-03-18,C,N,2022-03-18
1407,1407,C00268,1075,2025-11-15,C,N,2025-11-15
1408,1408,C00075,1112,2023-08-16,C,N,2023-08-16
1409,1409,C00010,579,2023-12-14,C,N,2023-12-14
1410,1410,C00121,1638,2025-01-17,C,N,2025-01-17
1411,1411,C00045,1636,2022-09-06,C,N,2022-09-06
1412,1412,C00082,833,2022-06-27,C,N,2022-06-27
1413,1413,C00102,1433,2025-05-07,C,N,2025-05-07
1414,1414,C00248,891,2026-01-28,O,N,2026-01-28
1415,1415,C00072,566,2024-05-05,O,N,2024-05-05
1416,1416,C00222,827,2023-10-11,C,N,2023-10-11
1417,1417,C00052,678,2022-12-30,C,N,2022-12-30
1418,1418,C00241,1624,2025-08-30,O,N,2025-08-30
1419,1419,C00003,862,2023-05-06,C,N,2023-05-06
1420,1420,C00032,677,2023-06-16,O,N,2023-06-16
1421,1421,C00028,660,2022-10-18,O,N,2022-10-18
1422,1422,C00191,381,2023-02-06,C,N,2023-02-06
1423,1423,C00022,146,2023-08-19,C,N,2023-08-19
1424,1424,C00170,529,2024-06-13,C,N,2024-06-13
1425,1425,C00084,1151,2025-01-15,C,N,2025-01-15
1426,1426,C00200,1309,2026-01-01,O,N,2026-01-01
1427,1427,C00222,307,2024-10-07,C,N,2024-10-07
1428,1428,C00088,1059,2022-09-18,C,N,2022-09-18
1429,1429,C00213,177,2024-03-23,C,N,2024-03-23
1430,1430,C00012,1519,2024-06-11,C,N,2024-06-11
1431,1431,C00036,1494,2025-01-15,C,N,2025-01-15
1432,1432,C00160,377,2022-05-23,C,N,2022-05-23
1433,1433,C00234,1041,2022-12-25,O,N,2022-12-25
1434,1434,C00099,446,2023-09-12,C,N,2023-09-12
1435,1435,C00188,1199,2025-11-10,O,N,2025-11-10
1436,1436,C00241,303,2022-06-20,C,N,2022-06-20
1437,1437,C00174,1407,2025-02-24,C,N,2025-02-24
