DocEntry,DocNum,CardCode,BaseEntry,DocDate,DocTotal,VatSum,Cancelled,CreateDate
798,798,C00225,878,2024-02-20,3493.21,2452.59,N,2024-02-20
799,799,C00017,1282,2024-08-11,46625.19,2735.93,N,2024-08-11
800,800,C00202,1323,2025-08-31,13871.61,435.8,N,2025-08-31
801,801,C00095,667,2023-06-28,26574.24,2044.12,N,2023-06-28
802,802,C00059,1652,2025-09-19,48215.16,2093.67,N,2025-09-19
803,803,C00020,557,2025-05-02,13864.37,3002.87,N,2025-05-02
804,804,C00153,156,2022-08-02,20846.95,1789.08,N,2022-08-02
805,805,C00159,936,2024-09-11,4710.29,2450.07,N,2024-09-11
806,806,C00220,589,2023-03-19,4435.07,4179.83,N,2023-03-19
807,807,C00032,1104,2023-01-31,4767.78,3057.46,N,2023-01-31
808,808,C00234,1062,2024-02-10,49675.8,3217.13,N,2024-02-10
809,809,C00175,766,2025-06-27,29884.21,4861.38,N,2025-06-27
810,810,C00025,1226,2023-04-30,6332.91,1964.38,N,2023-04-30
811,811,C00209,628,2023-10-07,14694.1,474.57,N,2023-10-07
812,812,C00097,738,2022-03-11,17258.51,2612.73,Y,2022-03-11
813,813,C00059,1442,2024-08-13,38146.75,2534.3,N,2024-08-13
814,814,C00223,1722,2025-06-06,26077.92,460.03,N,2025-06-06
815,815,C00067,1565,2023-08-20,39355.5,4256.14,N,2023-08-20
816,816,C00206,1677,2024-02-24,33421.13,2261.73,N,2024-02-24
817,817,C00042,1568,2023-07-30,37204.96,1481.14,N,2023-07-30
818,818,C00111,72,2023-03-19,42281.01,3163.06,N,2023-03-19
819,819,C00173,5,2025-01-08,3735.83,4685.06,N,2025-01-08
820,820,C00097,360,2025-06-26,29869.65,2766.03,N,2025-06-26
821,821,C00258,1648,2024-10-27,35509.36,3035.53,N,2024-10-27
822,822,C00257,573,2023-02-18,30802.92,2679.32,N,2023-02-18
823,823,C00042,624,2023-10-27,30496.96,3923.15,N,2023-10-27
824,824,C00048,523,2024-06-02,41403.89,669.09,N,2024-06-02
825,825,C00044,512,2025-09-02,40238.02,2199.16,N,2025-09-02
826,826,C00058,646,2023-03-19,6771.06,3672.1,N,2023-03-19
827,827,C00162,984,2024-03-03,12469.21,2360.76,N,2024-03-03
828,828,C00174,1474,2025-01-02,34532.03,2581.45,N,2025-01-02
829,829,C00022,779,2024-06-01,9944.85,4122.29,N,2024-06-01
830,830,C00043,1536,2024-09-06,39195.36,3195.94,N,2024-09-06
831,831,C00243,1504,2025-03-18,17030.23,1492.77,N,2025-03-18
832,832,C00219,284,2023-11-07,42211.1,1784.9,N,2023-11-07
833,833,C00181,658,2024-06-23,48217.63,3851.75,N,2024-06-23
834,834,C00080,1697,2024-11-09,41208.46,640.39,N,2024-11-09
835,835,C00226,1708,2025-05-28,33304.72,1495.84,N,2025-05-28
836,836,C00247,1000,2023-03-17,39345.04,4098.98,N,2023-03-17
837,837,C00200,148,2022-02-16,25912.07,2861.99,N,2022-02-16
838,838,C00246,721,2024-06-24,14855.24,1116.57,N,2024-06-24
839,839,C00032,168,2024-04-21,6944.86,3420.99,N,2024-04-21
840,840,C00130,899,2024-04-17,30137.02,4613.19,N,2024-04-17
841,841,C00264,126,2023-01-24,43800.34,4177.22,N,2023-01-24
842,842,C00199,1197,2024-08-11,44934.88,701.45,N,2024-08-11
843,843,C00061,1556,2023-04-11,46228.13,4198.99,N,2023-04-11
844,844,C00161,630,2022-06-19,48093.26,2573.18,N,2022-06-19
845,845,C00063,1388,2023-05-30,11421.29,450.39,N,2023-05-30
846,846,C00124,921,2023-03-09,45272.28,2366.11,N,2023-03-09
847,847,C00233,737,2023-07-08,17307.76,2453.51,N,2023-07-08
848,848,C00230,565,2022-09-01,33519.12,2092.61,N,2022-09-01
849,849,C00183,656,2025-01-05,32915.17,1553.52,N,2025-01-05
850,850,C00186,1265,2022-12-26,24672.99,2041.45,N,2022-12-26
851,851,C00090,186,2024-06-28,37050.77,488.87,N,2024-06-28
852,852,C00016,1269,2024-05-07,21344.07,558.05,N,2024-05-07
853,853,C00042,1610,2023-11-13,24661.45,2080.03,N,2023-11-13
854,854,C00204,1124,2022-07-07,10436.6,998.16,N,2022-07-07
855,855,C00074,611,2022-10-05,35540.44,4168.55,N,2022-10-05
856,856,C00111,1401,2023-10-05,33266.52,3522.73,N,2023-10-05
857,857,C00094,1159,2022-07-13,12616.35,3004.0,N,2022-07-13
858,858,C00086,872,2024-12-03,32710.1,2103.23,N,2024-12-03
859,859,C00159,1326,2022-01-12,26175.96,2406.08,N,2022-01-12
860,860,C00202,1571,2024-10-10,25998.05,3807.95,N,2024-10-10
861,861,C00249,942,2022-07-02,36549.8,2194.35,N,2022-07-02
862,862,C00053,1384,2022-08-08,31147.75,1590.84,N,2022-08-08
863,863,C00091,1169,2025-11-16,3481.05,1376.48,N,2025-11-16
864,864,C00237,912,2025-09-21,42662.73,3602.69,N,2025-09-21
865,865,C00156,350,2023-10-19,42684.82,4640.17,N,2023-10-19
866,866,C00184,669,2025-04-13,43395.74,3579.94,N,2025-04-13
867,867,C00122,1497,2024-11-12,32564.6,2576.18,N,2024-11-12
868,868,C00110,1454,2025-12-27,33035.12,344.34,N,2025-12-27
869,869,C00171,395,2024-04-12,6178.77,159.57,N,2024-04-12
870,870,C00202,1093,2023-11-03,31120.64,3740.55,N,2023-11-03
871,871,C00130,1651,2024-11-19,12125.45,1175.37,N,2024-11-19
872,872,C00101,142,2024-05-06,33686.05,1710.32,N,2024-05-06
873,873,C00175,867,2023-09-21,27864.47,2958.14,N,2023-09-21
874,874,C00161,717,2025-02-18,25369.75,1221.73,Y,2025-02-18
875,875,C00139,218,2025-03-02,45246.72,1895.64,N,2025-03-02
876,876,C00144,781,2022-11-23,44669.88,60.68,N,2022-11-23
877,877,C00130,93,2024-04-11,23346.85,2385.08,N,2024-04-11
878,878,C00219,346,2022-02-20,49197.2,2892.3,N,2022-02-20
879,879,C00199,972,2023-02-15,35700.07,2353.41,N,2023-02-15
880,880,C00065,832,2023-01-14,34833.7,2514.07,Y,2023-01-14
881,881,C00263,724,2023-12-14,13702.91,1293.05,N,2023-12-14
883,883,C00261,37,2022-07-04,14435.11,71.78,N,2022-07-04
884,884,C00089,1633,2022-07-09,1328.98,3305.46,N,2022-07-09
885,885,C00208,1301,2024-09-08,9659.58,3391.74,N,2024-09-08
886,886,C00211,1148,2025-11-01,22522.71,2114.0,N,2025-11-01
887,887,C00110,1024,2025-01-25,19928.55,55.81,N,2025-01-25
888,888,C00181,1463,2025-12-20,5211.17,4832.78,N,2025-12-20
889,889,C00157,593,2022-03-27,10202.89,3682.59,N,2022-03-27
890,890,C00250,1729,2023-08-03,9259.89,1807.88,N,2023-08-03
891,891,C00025,1522,2022-10-02,9451.91,4433.1,N,2022-10-02
892,892,C00218,1130,2025-05-29,39171.27,4703.84,N,2025-05-29
893,893,C00107,349,2022-07-12,17095.36,707.69,N,2022-07-12
894,894,C00163,572,2025-07-22,26183.53,724.71,N,2025-07-22
895,895,C00146,133,2025-05-24,33917.7,3921.1,N,2025-05-24
896,896,C00086,1402,2024-05-21,28300.9,2130.23,N,2024-05-21
897,897,C00052,39,2023-02-18,10430.16,319.37,N,2023-02-18
898,898,C00067,85,2026-01-29,29072.75,4587.04,N,2026-01-29
899,899,C00060,1335,2024-04-04,577.7,321.25,N,2024-04-04
900,900,C00056,1004,2023-05-28,19982.27,2604.52,N,2023-05-28
901,901,C00116,337,2023-02-06,35660.81,4344.28,N,2023-02-06
902,902,C00224,1772,2025-01-12,3212.79,2123.98,N,2025-01-12
903,903,C00128,1712,2022-03-13,40138.34,4289.36,N,2022-03-13
904,904,C00210,1376,2025-06-29,24415.17,3611.59,N,2025-06-29
905,905,C00063,71,2024-11-10,16334.56,2839.02,N,2024-11-10
906,906,C00090,197,2023-02-27,3174.33,4177.62,N,2023-02-27
907,907,C00038,288,2025-12-12,17848.86,2268.69,N,2025-12-12
908,908,C00258,406,2024-09-10,32956.53,3497.6,N,2024-09-10
909,909,C00104,530,2023-01-08,6160.52,4676.46,N,2023-01-08
910,910,C00181,1477,2023-10-23,32188.54,2363.59,N,2023-10-23
911,911,C00056,515,2023-08-18,7147.29,3012.13,N,2023-08-18
912,912,C00249,951,2025-01-01,45221.82,2093.81,N,2025-01-01
913,913,C00067,1362,2022-07-25,40609.74,730.22,N,2022-07-25
914,914,C00052,751,2025-08-01,38575.89,797.49,N,2025-08-01
915,915,C00079,1121,2022-07-07,12147.49,740.51,N,2022-07-07
916,916,C00147,1184,2025-02-11,42462.76,2052.95,N,2025-02-11
917,917,C00021,552,2026-01-13,36926.54,4366.64,N,2026-01-13
918,918,C00218,41,2022-08-11,19046.1,4920.03,N,2022-08-11
919,919,C00259,758,2025-10-05,46518.39,571.2,N,2025-10-05
920,920,C00009,64,2023-08-02,6198.54,727.62,N,2023-08-02
921,921,C00184,1285,2023-04-04,8053.34,4125.25,N,2023-04-04
922,922,C00128,1085,2023-03-27,41797.1,285.52,N,2023-03-27
923,923,C00115,957,2025-02-20,25883.05,3620.3,N,2025-02-20
924,924,C00048,1211,2023-01-07,23490.43,2300.26,N,2023-01-07
925,925,C00201,185,2022-01-19,32949.12,4210.81,N,2022-01-19
926,926,C00118,1139,2024-05-26,26819.73,975.13,N,2024-05-26
927,927,C00102,1612,2025-10-29,42234.76,2601.46,N,2025-10-29
928,928,C00192,693,2022-01-27,37445.94,3345.72,N,2022-01-27
929,929,C00063,819,2024-04-20,27360.55,3893.51,N,2024-04-20
930,930,C00112,1193,2023-04-09,8268.99,3166.96,N,2023-04-09
931,931,C00074,478,2024-01-27,8682.49,1875.75,N,2024-01-27
932,932,C00179,564,2023-07-10,14816.95,2132.56,N,2023-07-10
933,933,C00225,1788,2023-05-24,8992.56,420.82,N,2023-05-24
934,934,C00093,1793,2024-08-20,24327.32,384.2,N,2024-08-20
935,935,C00122,769,2022-04-28,43524.52,3302.92,N,2022-04-28
936,936,C00268,75,2022-04-24,19409.39,4075.34,Y,2022-04-24
937,937,C00153,1412,2023-03-11,44697.49,3276.85,N,2023-03-11
938,938,C00083,569,2022-12-14,5726.47,4270.87,N,2022-12-14
939,939,C00210,780,2023-08-09,31820.74,806.01,N,2023-08-09
940,940,C00101,1558,2024-12-12,19015.43,2159.73,N,2024-12-12
941,941,C00247,165,2022-03-12,32760.26,3189.89,N,2022-03-12
942,942,C00129,1759,2022-09-30,48623.16,4676.72,Y,2022-09-30
943,943,C00137,147,2023-08-12,8087.39,564.29,N,2023-08-12
944,944,C00032,1517,2024-12-03,41708.3,2048.77,N,2024-12-03
945,945,C00041,1472,2023-06-14,22869.95,1206.82,N,2023-06-14
946,946,C00262,65,2025-05-04,31324.78,2591.21,N,2025-05-04
947,947,C00161,647,2025-01-04,34933.59,1521.0,N,2025-01-04
949,949,C00075,1464,2025-08-05,6685.02,1974.2,N,2025-08-05
950,950,C00243,1440,2022-05-06,29708.35,2553.79,N,2022-05-06
951,951,C00068,1794,2023-04-07,26461.11,1208.89,N,2023-04-07
952,952,C00201,883,2022-07-23,25040.34,1193.72,N,2022-07-23
953,953,C00099,489,2023-06-05,32261.07,4336.69,N,2023-06-05
954,954,C00231,1734,2024-10-19,35290.48,1336.46,N,2024-10-19
955,955,C00200,1703,2025-01-27,32312.3,1749.08,N,2025-01-27
956,956,C00059,1230,2024-06-11,24016.86,3130.3,N,2024-06-11
957,957,C00046,1417,2025-10-09,27584.64,1938.39,N,2025-10-09
958,958,C00129,202,2023-06-13,19213.94,313.96,N,2023-06-13
959,959,C00205,1239,2024-01-10,47425.51,3655.1,N,2024-01-10
960,960,C00006,1631,2023-12-02,24444.71,1974.75,N,2023-12-02
961,961,C00116,149,2025-03-25,27001.35,3639.93,N,2025-03-25
962,962,C00030,437,2025-08-01,27855.27,426.64,N,2025-08-01
963,963,C00261,1156,2025-02-20,33320.38,406.07,N,2025-02-20
964,964,C00108,1681,2022-11-20,27025.89,75.42,N,2022-11-20
965,965,C00256,1616,2022-12-22,44753.81,1880.22,N,2022-12-22
966,966,C00229,1468,2025-05-08,11292.66,2161.19,N,2025-05-08
967,967,C00061,1191,2024-04-05,34140.44,173.59,N,2024-04-05
968,968,C00057,158,2022-05-03,18903.66,4770.42,N,2022-05-03
969,969,C00052,1669,2024-08-11,14660.71,2049.34,N,2024-08-11
970,970,C00017,673,2023-01-07,17593.59,4634.57,N,2023-01-07
971,971,C00268,764,2022-04-16,15820.4,4581.71,N,2022-04-16
972,972,C00152,1539,2023-04-17,23584.38,4749.64,N,2023-04-17
973,973,C00235,563,2023-12-23,46155.19,3119.17,N,2023-12-23
974,974,C00205,227,2025-12-05,9596.27,1342.49,N,2025-12-05
976,976,C00167,1246,2025-07-29,6751.32,4926.98,N,2025-07-29
977,977,C00138,663,2025-07-05,21580.98,3582.67,N,2025-07-05
978,978,C00157,1774,2023-01-16,23368.2,2675.23,N,2023-01-16
979,979,C00154,1164,2024-06-29,39177.36,2769.25,N,2024-06-29
980,980,C00093,1719,2025-02-27,39496.82,4403.92,N,2025-02-27
981,981,C00268,150,2025-09-14,49295.42,2590.25,N,2025-09-14
982,982,C00030,300,2023-06-24,42104.23,2752.89,N,2023-06-24
983,983,C00073,1632,2024-11-14,45134.39,207.41,N,2024-11-14
984,984,C00134,1119,2026-01-26,22191.21,2948.78,N,2026-01-26
985,985,C00234,999,2022-03-03,44351.7,4170.92,N,2022-03-03
986,986,C00120,599,2024-11-05,2341.6,4272.59,N,2024-11-05
987,987,C00224,1057,2022-03-23,9318.62,2376.65,N,2022-03-23
988,988,C00086,705,2024-08-21,32839.34,863.54,N,2024-08-21
989,989,C00112,670,2025-07-17,40082.22,3874.63,N,2025-07-17
990,990,C00226,699,2022-08-04,29160.42,3107.73,N,2022-08-04
991,991,C00038,1577,2025-10-24,9169.14,948.18,N,2025-10-24
992,992,C00242,1381,2024-09-02,36498.51,3773.85,N,2024-09-02
993,993,C00053,86,2024-02-10,29987.94,3577.32,N,2024-02-10
994,994,C00119,559,2025-06-08,37408.75,2584.82,N,2025-06-08
995,995,C00234,1006,2025-04-02,42770.9,852.43,N,2025-04-02
996,996,C00213,965,2025-11-13,23949.95,1815.61,N,2025-11-13
997,997,C00194,441,2023-07-22,45799.39,4618.8,N,2023-07-22
998,998,C00143,1746,2023-07-20,45482.22,423.33,N,2023-07-20
999,999,C00006,923,2025-07-26,19408.37,1573.21,N,2025-07-26
1000,1000,C00025,474,2023-04-09,20697.78,1614.47,N,2023-04-09
1001,1001,C00132,1668,2025-08-09,43582.19,4263.82,N,2025-08-09
1002,1002,C00162,384,2025-03-28,32714.39,1810.07,N,2025-03-28
1003,1003,C00264,518,2023-11-27,16700.21,321.85,N,2023-11-27
1004,1004,C00186,1751,2025-09-02,28696.05,1294.66,N,2025-09-02
1005,1005,C00107,1108,2025-07-06,17050.06,4217.96,N,2025-07-06
1006,1006,C00165,996,2023-09-11,41641.47,2304.31,N,2023-09-11
1007,1007,C00047,1404,2024-08-03,48715.18,4962.99,N,2024-08-03
1008,1008,C00005,1689,2022-11-03,32532.09,1323.61,N,2022-11-03
1009,1009,C00055,641,2024-03-09,23734.39,2061.39,N,2024-03-09
1010,1010,C00228,319,2023-02-05,30206.68,2385.34,N,2023-02-05
1011,1011,C00222,1209,2024-05-25,3230.99,4945.44,N,2024-05-25
1012,1012,C00182,1084,2022-08-28,18276.96,1733.65,N,2022-08-28
1013,1013,C00156,743,2022-07-12,37590.91,901.73,N,2022-07-12
1014,1014,C00139,1728,2023-12-26,13802.72,2624.74,N,2023-12-26
1015,1015,C00036,944,2023-10-18,5442.61,2288.2,N,2023-10-18
1016,1016,C00036,1215,2022-08-16,11189.33,2800.82,N,2022-08-16
1017,1017,C00030,1695,2025-12-08,7409.45,3223.46,N,2025-12-08
1018,1018,C00026,509,2025-12-12,14113.98,1946.62,N,2025-12-12
1019,1019,C00167,890,2025-06-01,5087.98,3741.17,N,2025-06-01
1020,1020,C00108,226,2022-05-12,14568.15,3389.11,Y,2022-05-12
1021,1021,C00149,956,2023-04-13,10511.31,3078.37,N,2023-04-13
1022,1022,C00010,1717,2023-02-05,27879.83,2187.32,N,2023-02-05
1023,1023,C00072,1760,2023-11-03,39810.41,1030.73,N,2023-11-03
1025,1025,C00085,1231,2023-05-13,25260.3,812.37,N,2023-05-13
1026,1026,C00126,1667,2025-01-18,8091.48,4856.42,N,2025-01-18
1027,1027,C00263,1087,2025-11-05,10325.94,4545.8,N,2025-11-05
1028,1028,C00198,479,2025-01-24,32035.34,4768.84,N,2025-01-24
1029,1029,C00026,43,2023-05-07,49567.75,2558.16,N,2023-05-07
1030,1030,C00222,124,2024-11-09,38581.69,2965.46,N,2024-11-09
1031,1031,C00005,1661,2022-04-13,29700.38,1412.57,N,2022-04-13
1032,1032,C00075,233,2024-04-13,31561.11,2442.49,N,2024-04-13
1033,1033,C00121,172,2022-07-13,13475.28,2734.79,N,2022-07-13
1034,1034,C00162,990,2025-10-28,42668.23,781.3,N,2025-10-28
1035,1035,C00017,1432,2024-10-06,43015.13,2906.48,N,2024-10-06
1036,1036,C00038,1109,2025-12-26,24924.06,3340.24,N,2025-12-26
1037,1037,C00221,212,2025-10-08,20606.84,457.19,N,2025-10-08
1038,1038,C00019,1615,2024-03-23,47912.58,3739.96,N,2024-03-23
1039,1039,C00119,473,2024-01-17,42860.6,2584.89,N,2024-01-17
1040,1040,C00092,1618,2026-02-23,8131.29,319.08,N,2026-02-23
1041,1041,C00216,317,2023-02-02,30363.06,4808.23,N,2023-02-02
1042,1042,C00268,689,2023-06-25,49377.06,4305.7,N,2023-06-25
1043,1043,C00031,516,2025-02-07,14696.89,2295.09,N,2025-02-07
1044,1044,C00149,871,2024-09-17,27770.24,4118.59,N,2024-09-17
1045,1045,C00133,267,2025-08-15,49982.05,4325.32,N,2025-08-15
1046,1046,C00055,1064,2023-12-03,20308.23,1577.79,N,2023-12-03
1047,1047,C00017,95,2022-12-03,8670.6,3787.16,N,2022-12-03
1048,1048,C00060,1263,2022-09-29,8467.78,490.05,N,2022-09-29
1049,1049,C00111,775,2023-05-27,31152.84,1822.35,N,2023-05-27
1050,1050,C00150,1438,2024-09-29,24400.69,4258.49,N,2024-09-29
1051,1051,C00070,795,2024-05-06,5803.72,592.88,N,2024-05-06
1052,1052,C00020,682,2022-08-05,23577.46,3732.76,N,2022-08-05
1053,1053,C00045,483,2025-10-12,3457.95,116.89,N,2025-10-12
1054,1054,C00117,1431,2022-03-28,5926.62,727.69,N,2022-03-28
1055,1055,C00075,1040,2022-07-12,48055.52,2922.05,N,2022-07-12
1056,1056,C00189,1195,2023-08-16,37536.72,1753.56,N,2023-08-16
1057,1057,C00142,803,2025-09-15,1917.45,4296.91,N,2025-09-15
1058,1058,C00193,68,2025-09-22,41401.89,3562.71,N,2025-09-22
1059,1059,C00111,949,2022-05-11,12994.08,588.11,N,2022-05-11
1060,1060,C00084,108,2022-03-22,25000.62,4026.36,N,2022-03-22
1061,1061,C00113,745,2022-06-18,21669.8,1566.46,N,2022-06-18
1062,1062,C00142,436,2025-06-19,41909.27,447.76,N,2025-06-19
1063,1063,C00059,1216,2024-10-28,38358.01,593.86,N,2024-10-28
1064,1064,C00235,374,2023-12-08,19329.32,3654.49,N,2023-12-08
1065,1065,C00117,1177,2023-07-15,31330.9,606.35,N,2023-07-15
1066,1066,C00240,1692,2024-01-16,35269.06,3474.01,Y,2024-01-16
1067,1067,C00040,153,2025-09-02,34687.19,3063.67,N,2025-09-02
1068,1068,C00056,96,2023-05-12,9973.31,1719.0,N,2023-05-12
1069,1069,C00255,768,2024-04-25,20778.57,1535.53,N,2024-04-25
1070,1070,C00061,1480,2023-09-02,13872.32,1822.21,Y,2023-09-02
1071,1071,C00029,706,2025-11-07,13031.94,1411.87,N,2025-11-07
1072,1072,C00209,399,2025-05-19,9903.77,1177.5,N,2025-05-19
1073,1073,C00006,874,2024-03-17,29409.23,4025.34,N,2024-03-17
1074,1074,C00199,959,2024-03-21,6571.19,3313.8,N,2024-03-21
1075,1075,C00180,444,2025-10-22,38791.48,3410.11,N,2025-10-22
1076,1076,C00200,272,2025-04-01,48160.63,569.0,N,2025-04-01
1077,1077,C00148,691,2023-02-09,13347.18,4889.71,N,2023-02-09
1078,1078,C00094,668,2022-09-21,13373.27,2368.06,N,2022-09-21
1079,1079,C00066,1210,2023-01-31,42644.4,3036.39,N,2023-01-31
1080,1080,C00118,760,2025-09-01,40907.61,4429.52,N,2025-09-01
1081,1081,C00169,1473,2023-08-17,16386.93,303.75,N,2023-08-17
1082,1082,C00151,30,2025-05-25,13111.97,3576.48,N,2025-05-25
1083,1083,C00190,1196,2022-03-07,8760.56,3407.38,N,2022-03-07
1084,1084,C00028,1637,2023-11-06,33211.66,768.32,N,2023-11-06
1085,1085,C00242,916,2025-08-07,19330.27,833.49,N,2025-08-07
1086,1086,C00012,1663,2023-09-27,28730.04,2958.72,N,2023-09-27
1087,1087,C00209,824,2022-10-11,28084.95,1029.28,N,2022-10-11
1088,1088,C00197,69,2024-07-14,49930.86,3570.38,N,2024-07-14
1089,1089,C00132,213,2022-05-04,39803.58,4734.61,N,2022-05-04
1090,1090,C00219,1278,2022-08-29,46270.37,2118.85,N,2022-08-29
1091,1091,C00186,892,2023-02-06,29584.73,2592.72,N,2023-02-06
1092,1092,C00128,1726,2024-03-30,22674.4,4596.44,N,2024-03-30
1093,1093,C00237,1029,2025-04-25,45151.81,2822.79,N,2025-04-25
1094,1094,C00109,1735,2022-10-04,35661.11,2756.26,N,2022-10-04
1095,1095,C00215,1731,2025-12-20,19991.05,2298.34,N,2025-12-20
1096,1096,C00176,704,2023-07-21,6051.84,4706.96,N,2023-07-21
1097,1097,C00176,692,2022-03-29,33433.53,4551.85,N,2022-03-29
1098,1098,C00119,945,2022-10-26,21468.74,4616.79,N,2022-10-26
1099,1099,C00167,1457,2023-08-10,3237.65,4231.44,N,2023-08-10
1100,1100,C00177,199,2025-07-03,29770.18,2205.62,N,2025-07-03
1101,1101,C00148,708,2022-04-10,47317.05,3225.93,N,2022-04-10
1102,1102,C00183,1072,2025-04-19,30807.92,505.26,N,2025-04-19
1103,1103,C00224,449,2025-11-08,13756.05,1084.29,N,2025-11-08
1104,1104,C00204,18,2023-02-03,5100.22,2552.93,N,2023-02-03
1105,1105,C00094,933,2025-11-23,10148.54,2662.29,N,2025-11-23
1106,1106,C00032,1274,2024-05-30,10583.45,227.79,N,2024-05-30
1107,1107,C00128,889,2024-11-02,20522.45,1714.58,N,2024-11-02
1108,1108,C00227,1174,2024-09-20,17311.49,2793.38,N,2024-09-20
1109,1109,C00002,3,2025-08-13,10456.7,3845.6,N,2025-08-13
1110,1110,C00080,1150,2022-10-16,31025.48,119.05,N,2022-10-16
1111,1111,C00090,684,2024-03-28,12481.33,3781.24,N,2024-03-28
1112,1112,C00128,397,2023-01-22,27388.56,4325.23,N,2023-01-22
1113,1113,C00242,615,2024-08-22,47262.67,1075.66,N,2024-08-22
1114,1114,C00173,1698,2023-10-23,29310.77,2930.37,N,2023-10-23
1115,1115,C00043,1385,2025-07-14,47298.12,4045.59,N,2025-07-14
1116,1116,C00238,450,2022-02-20,17992.6,3541.21,N,2022-02-20
1117,1117,C00169,1598,2023-01-04,45890.19,3962.18,N,2023-01-04
1118,1118,C00219,1083,2024-01-25,19710.99,2341.25,N,2024-01-25
1119,1119,C00083,1165,2024-01-02,8418.13,106.59,N,2024-01-02
1120,1120,C00245,675,2023-05-04,49769.76,4507.47,N,2023-05-04
1121,1121,C00005,47,2024-07-28,38963.78,1776.6,N,2024-07-28
1122,1122,C00218,424,2025-11-12,11989.13,3235.26,N,2025-11-12
1123,1123,C00159,25,2024-01-23,24504.19,1189.53,Y,2024-01-23
1124,1124,C00022,1352,2026-01-13,23880.61,4731.57,N,2026-01-13
1125,1125,C00206,697,2024-06-11,35756.66,1529.31,N,2024-06-11
1126,1126,C00108,257,2025-04-10,7898.08,4215.6,N,2025-04-10
1127,1127,C00240,826,2023-10-20,14778.22,2022.16,N,2023-10-20
1128,1128,C00057,1645,2023-12-11,47836.66,1642.1,N,2023-12-11
1129,1129,C00129,1097,2023-08-28,32692.38,2173.98,N,2023-08-28
1130,1130,C00230,179,2022-09-29,42267.92,1618.27,N,2022-09-29
1131,1131,C00048,232,2025-09-08,29631.74,1247.46,N,2025-09-08
1132,1132,C00080,1530,2024-07-16,47549.11,181.26,N,2024-07-16
1133,1133,C00015,276,2024-07-17,6464.82,4978.42,N,2024-07-17
1134,1134,C00060,389,2023-01-21,43213.58,3272.5,N,2023-01-21
1135,1135,C00141,335,2024-12-25,16272.1,2148.05,N,2024-12-25
1136,1136,C00125,614,2025-03-07,16635.3,2813.94,N,2025-03-07
1137,1137,C00120,1208,2024-09-06,38114.29,3686.95,N,2024-09-06
1138,1138,C00236,1579,2022-04-28,17770.05,4876.9,N,2022-04-28
1139,1139,C00030,1314,2025-06-22,3086.21,534.56,N,2025-06-22
1140,1140,C00006,855,2024-01-30,18588.8,3861.9,N,2024-01-30
1141,1141,C00257,1503,2024-07-26,5733.54,3507.58,N,2024-07-26
1142,1142,C00123,1217,2023-08-06,2501.33,3753.4,N,2023-08-06
1143,1143,C00081,368,2024-02-02,9333.8,4178.87,N,2024-02-02
1144,1144,C00095,434,2023-12-20,31289.6,335.37,N,2023-12-20
1145,1145,C00077,1280,2024-05-14,19812.76,2667.44,N,2024-05-14
1146,1146,C00195,982,2022-10-14,33072.99,738.05,N,2022-10-14
1147,1147,C00106,425,2024-04-07,39357.85,882.67,N,2024-04-07
1148,1148,C00186,886,2025-01-07,17965.9,4112.32,N,2025-01-07
1149,1149,C00079,342,2025-09-03,9060.89,1286.63,N,2025-09-03
1150,1150,C00122,1015,2022-08-17,24720.96,2495.88,N,2022-08-17
1151,1151,C00209,189,2023-04-17,2479.7,4803.51,N,2023-04-17
1152,1152,C00079,1100,2025-02-23,27780.81,4694.24,N,2025-02-23
1153,1153,C00110,430,2024-09-10,34313.77,491.55,N,2024-09-10
1154,1154,C00259,1745,2024-06-17,37130.29,1915.02,N,2024-06-17
1155,1155,C00175,1596,2025-05-31,21983.84,3067.77,N,2025-05-31
1156,1156,C00139,1387,2023-04-02,48285.39,751.83,N,2023-04-02
1157,1157,C00191,1567,2022-10-16,25758.54,1142.64,N,2022-10-16
1158,1158,C00266,1079,2023-06-03,15570.09,4444.24,N,2023-06-03
1159,1159,C00244,417,2024-05-28,48534.7,2522.59,N,2024-05-28
1160,1160,C00028,1460,2025-10-10,7028.05,4389.81,N,2025-10-10
1161,1161,C00107,772,2024-12-27,34707.65,4324.38,N,2024-12-27
1162,1162,C00086,251,2022-10-26,49446.85,484.76,N,2022-10-26
1163,1163,C00177,943,2023-12-24,4252.1,1338.63,N,2023-12-24
1164,1164,C00059,653,2024-04-22,6139.74,366.52,N,2024-04-22
1165,1165,C00016,306,2023-09-15,15450.64,4480.62,N,2023-09-15
1166,1166,C00210,1270,2022-11-25,19176.72,2697.35,N,2022-11-25
1167,1167,C00004,1600,2023-05-13,27494.99,382.59,N,2023-05-13
1168,1168,C00093,463,2025-11-15,28427.17,4159.37,N,2025-11-15
1169,1169,C00063,55,2024-03-21,32457.48,4018.17,N,2024-03-21
1170,1170,C00200,415,2025-04-16,20905.22,3022.59,N,2025-04-16
1171,1171,C00065,1609,2023-07-27,33011.87,4737.14,N,2023-07-27
1172,1172,C00228,495,2023-04-20,47054.54,121.31,N,2023-04-20
1173,1173,C00070,208,2025-12-31,38256.66,2481.9,N,2025-12-31
1174,1174,C00227,1430,2025-03-20,18516.78,295.25,N,2025-03-20
1175,1175,C00218,629,2025-03-24,23338.12,3215.22,N,2025-03-24
